,city_from,city_to
0,15,100
1,55,105
2,188,91
3,143,112
4,136,18
5,71,8
6,46,117
7,14,192
8,25,188
9,32,104
10,94,104
11,178,100
12,0,54
13,60,30
14,63,199
15,138,144
16,179,86
17,82,131
18,192,156
19,3,184
20,136,52
21,41,131
22,167,5
23,68,78
24,86,3
25,116,34
26,74,49
27,37,19
28,34,4
29,88,72
30,175,55
31,106,176
32,186,190
33,104,168
34,7,148
35,60,183
36,127,175
37,172,93
38,119,144
39,83,65
40,30,130
41,61,148
42,134,18
43,53,24
44,27,104
45,196,128
46,186,41
47,1,88
48,3,12
49,84,21
50,31,180
51,47,99
52,154,80
53,115,176
54,161,167
55,169,192
56,183,195
57,92,109
58,139,167
59,20,19
60,14,72
61,13,81
62,176,100
63,29,28
64,13,135
65,3,122
66,127,156
67,122,177
68,189,114
69,189,193
70,173,118
71,13,39
72,123,135
73,113,134
74,35,113
75,45,123
76,93,170
77,168,76
78,155,198
79,174,136
80,157,120
81,162,159
82,195,156
83,191,16
84,175,120
85,117,155
86,136,64
87,25,126
88,129,34
89,60,107
90,183,167
91,109,87
92,96,61
93,185,19
94,44,59
95,86,66
96,56,10
97,40,159
98,152,39
99,4,134
