,city_from,city_to
0,33,127
1,45,171
2,31,176
3,47,172
4,56,172
5,96,151
6,157,20
7,156,37
8,175,69
9,113,88
10,40,57
11,54,49
12,27,59
13,89,87
14,92,125
15,97,123
16,70,39
17,119,65
18,170,138
19,155,140
20,193,151
21,149,186
22,123,188
23,105,183
24,75,118
25,131,23
26,101,102
27,14,135
28,53,71
29,42,22
30,0,29
31,19,12
32,7,25
33,38,12
34,38,14
35,4,38
36,87,138
37,88,133
38,153,122
39,153,78
40,138,100
41,111,86
42,194,105
43,175,110
44,164,142
45,145,167
46,104,146
47,60,126
48,30,135
49,5,69
50,172,179
51,136,99
52,61,64
53,2,102
54,27,76
55,53,35
56,53,122
57,67,54
58,50,71
