,city_from,city_to
0,48,193
1,92,94
2,180,98
3,38,69
4,5,193
5,67,183
6,84,132
7,87,1
8,142,131
9,79,10
10,142,70
11,120,144
12,152,45
13,185,31
14,29,26
15,98,189
16,53,161
17,69,43
18,65,42
19,68,91
20,26,59
21,37,10
22,119,137
23,166,126
24,130,93
25,169,111
26,121,80
27,164,160
28,155,144
29,114,87
30,25,32
31,115,132
32,0,42
33,16,49
34,134,104
35,6,125
36,13,70
37,13,73
38,118,98
39,131,106
40,103,20
41,179,120
42,0,97
43,35,165
44,23,199
45,52,162
46,156,192
47,70,194
48,104,143
49,170,118
50,183,109
51,107,148
52,175,92
53,149,173
54,94,36
55,160,169
56,7,191
57,167,113
58,196,193
59,56,149
60,110,144
61,1,142
62,106,61
63,192,116
64,80,157
65,24,141
66,117,119
67,60,110
68,148,14
69,144,71
70,14,8
71,84,194
72,95,44
73,161,22
74,114,70
75,91,119
76,165,137
77,123,137
78,27,83
79,87,122
80,156,138
81,64,124
82,84,112
83,99,173
84,27,23
85,81,93
86,148,37
87,0,26
88,18,102
89,129,135
90,153,136
91,28,143
92,70,28
93,94,34
94,168,104
95,185,165
96,62,143
97,51,57
98,10,62
99,80,179
100,16,2
101,129,164
102,1,166
103,5,41
104,110,51
105,54,152
106,108,13
107,17,183
108,8,49
109,38,86
110,181,51
111,134,53
112,28,103
113,128,147
114,137,140
115,82,96
116,124,10
117,45,78
118,167,125
119,195,172
120,60,109
121,4,46
122,132,69
123,113,68
124,176,71
125,32,31
126,0,151
127,93,192
128,33,19
129,29,66
130,107,110
131,142,37
132,69,84
133,33,8
134,116,50
135,58,197
136,79,151
137,144,14
138,144,40
139,84,161
140,54,29
141,4,140
142,180,110
143,55,139
144,151,132
145,104,106
146,97,146
147,27,153
148,34,81
149,9,114
150,35,74
151,24,6
152,55,71
153,193,37
154,73,179
155,152,104
156,197,153
157,54,168
158,87,91
159,193,66
160,125,197
161,110,128
162,72,119
163,35,23
164,191,137
165,151,173
166,72,37
167,168,74
168,130,32
169,24,152
170,165,156
171,132,38
172,71,77
173,183,35
174,35,125
175,67,127
176,48,129
177,90,162
178,156,142
179,144,21
180,45,13
181,140,166
182,90,77
183,131,34
184,70,120
185,89,127
186,70,81
187,27,67
188,190,28
189,10,184
190,77,61
191,179,118
192,190,38
193,198,63
194,4,8
195,100,89
196,118,92
197,55,76
198,19,188
199,9,114
200,15,38
201,96,1
202,51,36
203,143,184
204,34,197
205,86,80
206,135,109
207,64,190
208,79,101
209,70,17
210,49,18
211,60,168
212,53,35
213,115,103
214,59,100
215,148,42
216,157,131
217,193,54
218,91,191
219,33,118
220,99,163
221,22,143
222,105,81
223,158,63
224,193,172
225,147,146
226,111,0
227,119,85
228,108,71
229,97,141
230,163,101
231,66,143
232,188,168
233,118,65
234,48,95
235,168,179
236,185,91
237,70,70
238,66,141
239,189,80
240,82,182
241,3,167
242,96,33
243,172,49
244,159,126
245,93,184
246,198,186
247,155,175
248,162,139
249,42,89
250,49,45
251,77,16
252,171,21
253,17,11
254,6,1
255,31,10
256,53,68
257,87,24
258,138,139
259,165,110
260,70,149
261,165,159
262,170,58
263,40,93
264,103,120
265,151,117
266,62,143
267,178,101
268,53,143
269,161,69
270,99,95
271,112,55
272,135,83
273,60,39
274,14,184
275,89,153
276,138,34
277,114,69
278,159,169
279,46,109
280,88,16
281,157,137
282,142,10
283,176,43
284,185,191
285,15,129
286,189,197
287,198,139
288,78,18
289,125,86
290,137,21
291,126,121
292,147,145
293,41,142
294,165,39
295,185,59
296,42,29
297,47,31
298,58,174
299,182,115
300,174,130
301,155,134
302,92,129
303,16,188
304,15,40
305,187,21
306,188,185
307,131,67
308,136,0
309,144,25
310,71,178
311,22,161
312,34,41
313,166,100
314,157,41
315,144,18
316,102,177
317,87,142
318,8,30
319,4,51
320,30,158
321,131,90
322,121,128
323,9,113
324,68,100
325,126,180
326,178,75
327,41,2
328,108,51
329,189,169
330,172,92
331,86,179
332,22,103
333,139,72
334,143,13
335,155,175
336,28,44
337,25,117
338,159,167
339,100,184
340,30,174
341,123,23
342,100,131
343,15,17
344,104,91
345,147,58
346,25,195
347,57,160
348,128,117
349,56,75
350,69,131
351,7,149
352,93,8
353,110,149
354,98,178
355,72,116
356,101,184
357,196,103
358,162,174
359,166,185
360,152,27
361,124,124
362,39,176
363,99,92
364,133,49
365,76,159
366,114,196
367,95,12
368,31,88
369,164,137
370,0,62
371,69,86
372,39,8
373,86,95
374,84,113
375,83,122
376,165,107
377,192,110
378,163,13
379,185,121
380,188,33
381,83,178
382,108,176
383,65,189
384,83,117
385,43,151
386,20,62
387,114,9
388,115,9
389,34,20
390,44,114
391,115,92
392,37,145
393,52,64
394,51,86
395,103,37
396,185,31
397,192,71
398,186,47
399,194,172
400,156,147
401,127,108
402,144,61
403,72,14
404,88,100
405,115,146
406,14,75
407,29,30
408,126,142
409,153,95
410,131,140
411,175,163
412,26,152
413,160,81
414,46,110
415,48,105
416,72,128
417,50,91
418,38,26
419,159,10
420,14,162
421,124,52
422,26,131
423,190,2
424,171,29
425,9,128
426,25,131
427,30,186
428,109,59
429,73,100
430,79,92
431,187,55
432,3,134
433,18,147
434,82,101
435,185,35
436,115,33
437,4,128
438,134,100
439,172,18
440,153,199
441,8,136
442,178,127
443,41,99
444,140,107
445,147,14
446,157,112
447,136,153
448,169,114
449,171,78
450,192,146
451,172,162
452,46,189
453,106,199
454,118,30
455,183,20
456,87,66
457,74,106
458,112,160
459,89,178
460,149,15
461,85,167
462,60,191
463,195,178
464,196,187
465,198,48
466,21,147
467,97,112
468,15,106
469,150,118
470,104,85
471,104,149
472,2,83
473,99,51
474,21,115
475,197,106
476,157,138
477,20,144
478,19,61
479,187,87
480,183,67
481,101,51
482,116,173
483,180,89
484,8,17
485,101,101
486,58,1
487,101,4
488,99,58
489,43,89
490,48,39
491,55,77
492,155,148
493,159,155
494,86,118
495,160,161
