,city_from,city_to
0,62,85
1,62,80
2,23,60
3,111,186
4,90,183
5,99,184
6,101,187
7,79,71
8,49,63
9,170,0
10,137,42
11,170,64
12,199,12
13,34,22
14,46,7
15,53,23
16,48,100
17,63,144
18,24,101
19,39,73
20,56,101
21,28,192
22,49,171
23,25,79
24,26,5
25,78,67
26,42,27
27,81,26
28,35,61
29,42,97
30,114,27
31,130,42
32,125,2
33,134,98
34,162,76
35,147,102
36,65,58
37,77,152
38,12,147
39,49,138
40,162,172
41,98,170
42,117,111
43,195,35
44,4,8
45,55,70
46,10,33
47,127,69
48,125,53
49,132,190
50,136,182
51,122,150
52,77,162
53,19,134
54,45,133
55,59,75
56,56,136
57,38,189
58,9,172
59,33,168
60,81,171
61,112,97
62,2,55
63,70,52
64,28,24
65,8,19
66,149,28
67,85,87
68,62,83
69,29,67
70,140,92
71,126,92
72,169,112
73,173,60
74,174,109
75,182,64
76,57,109
77,102,109
78,155,107
79,78,21
80,108,0
81,143,20
82,134,28
83,80,68
84,160,3
