,city_from,city_to
0,65,196
1,178,1
2,194,17
3,105,11
4,113,38
5,54,39
6,20,89
7,19,80
8,157,134
9,114,188
10,178,101
11,176,102
12,154,57
13,165,26
14,111,31
15,109,2
16,152,195
17,81,198
18,10,171
19,48,169
20,31,85
21,15,5
22,13,9
23,21,62
24,120,43
25,167,103
26,177,145
27,136,122
28,168,7
29,171,85
30,139,88
31,99,63
32,62,123
33,189,122
34,178,104
35,196,113
36,165,15
37,185,9
38,184,73
39,127,177
40,107,144
41,182,102
42,95,46
43,21,126
44,167,132
45,153,124
46,102,84
47,167,84
48,113,86
49,174,93
50,82,131
51,38,25
52,122,65
53,153,42
54,53,14
55,115,34
56,26,120
57,53,140
58,21,181
59,46,155
60,54,109
61,160,182
62,132,179
63,150,177
64,34,128
65,59,77
66,43,117
67,4,107
68,115,28
69,33,129
70,46,143
71,96,135
72,122,133
73,160,84
74,55,157
75,155,23
76,88,39
77,11,20
78,64,16
79,80,50
80,26,16
81,49,15
82,24,145
83,12,145
84,80,191
