,city_from,city_to
0,1,85
1,137,20
2,88,21
3,122,11
4,114,175
5,45,184
6,62,89
7,47,57
8,12,9
9,163,5
10,107,39
11,83,143
12,172,10
13,153,149
14,112,185
15,109,123
16,85,57
17,42,117
18,113,129
19,91,133
20,147,170
21,126,21
22,193,50
23,104,87
24,167,18
25,130,27
26,70,130
27,16,197
28,89,171
29,99,139
30,131,151
31,20,122
32,14,2
33,84,195
34,134,188
35,123,125
36,197,17
37,81,98
38,59,126
39,98,71
40,117,142
41,65,197
42,2,118
43,21,129
44,43,189
45,137,29
46,154,109
47,31,127
48,39,46
49,177,126
50,176,107
51,169,117
52,140,82
53,126,8
54,11,7
55,20,49
56,73,76
57,16,152
58,31,41
59,154,44
60,178,158
61,132,122
62,96,16
63,143,32
64,117,199
65,131,8
66,163,110
67,157,175
68,61,82
69,2,199
70,186,197
71,194,176
72,124,170
73,151,3
74,173,154
75,122,77
76,126,44
77,13,60
78,69,150
79,86,148
80,20,96
81,111,91
82,21,178
83,61,82
84,107,23
85,199,22
86,17,74
87,84,71
88,55,114
89,30,185
90,27,141
91,0,131
92,52,106
93,35,197
94,46,125
95,13,168
96,63,171
97,36,134
98,97,141
99,24,118
100,33,94
101,40,168
102,65,91
103,87,116
104,100,57
105,50,93
106,198,85
107,144,55
108,151,63
109,133,68
110,17,175
111,125,131
112,148,138
113,5,94
114,80,144
115,187,175
116,76,167
117,81,65
118,100,8
119,189,188
120,49,125
121,130,184
122,149,189
123,166,73
124,2,119
125,122,62
126,79,13
127,76,178
128,137,136
129,173,65
130,112,154
131,191,51
132,74,93
133,91,9
134,93,181
135,118,138
136,91,117
137,25,185
138,13,2
139,180,126
140,28,74
141,83,87
142,143,29
143,65,70
144,169,173
145,174,30
146,35,121
147,168,55
148,10,42
149,97,128
150,63,120
151,182,132
152,174,41
153,1,115
154,173,94
155,168,14
156,126,81
157,110,198
158,189,30
159,194,154
160,63,65
161,167,82
162,75,163
163,173,46
164,149,42
165,91,13
166,136,153
167,180,107
168,189,42
169,129,134
170,37,125
171,54,30
172,28,126
173,5,158
174,168,121
175,167,90
176,40,14
177,0,73
178,3,108
179,135,76
180,163,98
181,135,103
182,136,10
183,132,55
184,61,113
185,169,72
186,53,22
187,111,0
188,39,46
189,25,132
190,83,176
191,123,26
192,47,19
193,53,123
194,112,30
195,123,104
196,37,180
197,75,45
198,63,60
199,13,81
200,49,38
201,102,189
202,76,129
203,83,164
204,44,79
205,126,148
206,95,198
207,21,194
208,42,55
209,163,191
210,80,161
211,60,5
212,67,10
213,105,140
214,104,119
215,144,37
216,98,12
217,30,15
218,31,53
219,9,83
220,185,17
221,199,33
222,115,15
223,24,38
224,67,131
225,115,24
226,89,57
227,40,11
228,14,11
229,6,77
230,25,151
231,143,194
232,61,165
233,39,191
234,116,82
235,148,177
236,139,159
237,167,177
238,74,30
239,92,9
240,154,30
241,134,124
242,182,39
243,161,126
244,188,184
245,146,101
246,171,186
247,154,43
248,190,9
249,85,169
250,48,115
251,121,85
252,139,137
253,67,19
254,165,43
255,173,40
256,30,178
257,110,128
258,192,195
259,176,172
260,142,49
261,63,30
262,78,130
263,118,116
264,135,78
265,158,61
