,city_from,city_to
0,97,14
1,145,18
2,175,30
3,170,75
4,160,173
5,9,94
6,57,165
7,87,129
8,76,166
9,177,122
10,175,135
11,146,127
12,121,138
13,160,67
14,186,124
15,151,155
16,192,43
17,131,18
18,114,35
19,147,113
20,108,195
21,136,124
22,155,187
23,136,145
24,133,105
25,170,68
26,96,54
27,117,122
28,182,177
29,84,134
30,128,118
31,140,159
32,130,177
33,96,144
34,157,132
35,178,66
36,176,72
37,192,123
38,108,157
39,11,120
40,14,124
41,5,155
42,22,129
43,45,123
44,24,152
45,70,199
46,93,174
47,66,104
48,157,81
49,85,87
50,69,136
51,85,35
52,59,6
53,55,4
54,0,71
55,36,79
56,6,82
57,34,180
58,45,175
59,74,171
60,15,185
61,73,151
62,41,50
63,80,27
64,93,56
65,192,153
66,197,57
67,107,119
68,99,82
69,111,97
70,29,140
71,130,160
