,city_from,city_to
0,112,63
1,197,184
2,167,168
3,177,147
4,82,37
5,71,61
6,87,77
7,4,63
8,50,20
9,154,11
10,148,77
11,104,168
12,91,119
13,119,159
14,196,148
15,168,39
16,51,109
17,55,70
18,49,119
19,152,153
20,97,190
21,117,166
22,94,156
23,34,41
24,30,106
25,149,165
26,199,150
27,120,33
28,38,30
29,22,81
30,97,37
31,37,196
32,3,122
33,84,191
34,199,100
35,112,178
36,158,94
37,141,138
38,147,69
39,104,68
40,134,137
41,15,162
42,32,90
43,93,46
44,29,76
45,69,71
46,150,30
47,138,66
48,27,191
49,161,47
50,178,89
51,114,41
52,13,142
53,15,87
54,1,97
55,92,159
56,176,114
57,147,0
58,6,67
59,96,113
60,107,23
61,9,167
62,78,114
63,169,144
64,49,70
65,83,140
66,165,169
67,39,106
68,141,29
69,69,17
70,28,97
71,66,72
72,83,5
73,21,34
74,127,172
75,116,141
76,133,39
77,9,196
78,135,87
79,71,28
80,15,153
81,179,184
82,137,6
83,95,137
84,74,29
85,37,104
86,75,36
87,143,172
88,81,113
89,3,109
90,162,77
91,171,66
92,26,190
93,16,16
94,8,54
95,16,87
96,46,13
97,49,9
98,115,35
99,182,33
100,187,7
101,5,96
102,19,180
103,134,197
104,55,86
105,120,33
106,55,170
107,3,85
108,52,97
109,121,188
110,66,45
111,16,45
112,199,29
113,141,58
114,2,38
115,186,141
116,108,11
117,83,20
118,128,78
119,55,67
120,95,6
121,59,8
122,14,105
123,72,156
124,41,64
125,68,88
126,111,87
127,118,129
128,40,2
129,197,139
130,63,128
131,90,164
132,193,92
133,93,60
134,72,158
135,7,2
136,142,90
137,156,169
138,68,123
139,18,132
140,49,92
141,72,92
142,63,35
143,44,178
144,104,131
145,76,58
146,148,105
147,40,161
148,199,29
149,119,13
150,138,40
151,108,67
152,63,21
153,28,130
154,15,169
155,31,119
156,6,95
157,102,30
158,40,126
159,151,143
160,126,63
161,66,61
162,104,167
163,18,129
164,68,134
165,192,42
166,198,8
167,175,121
168,153,126
169,144,105
170,168,186
171,96,155
172,59,32
173,18,33
174,88,162
175,177,96
176,24,110
177,35,176
178,108,193
179,20,44
180,79,99
181,199,24
182,94,178
183,148,111
184,118,137
185,188,139
186,137,4
187,32,165
188,145,70
189,152,187
190,74,169
191,34,198
192,4,86
193,50,166
194,27,139
195,176,88
196,133,50
197,22,145
198,94,197
199,130,169
200,2,119
201,58,182
202,48,111
203,159,92
204,63,6
205,62,48
206,123,44
207,181,154
208,83,189
209,160,180
210,169,83
211,180,123
212,133,76
213,1,55
214,38,104
215,138,35
216,21,17
217,157,78
218,169,59
219,92,68
220,4,93
221,29,40
222,36,70
223,21,77
224,108,102
225,161,149
226,22,116
227,9,167
228,158,88
229,62,175
230,117,114
231,176,164
232,113,86
233,10,188
234,22,198
235,94,184
236,22,7
237,16,57
238,23,21
239,26,1
240,94,167
241,126,188
242,83,163
243,165,19
244,40,3
245,4,144
246,53,68
247,19,128
248,90,44
249,50,171
250,190,117
251,17,158
252,8,162
253,53,188
254,77,180
255,19,27
256,109,89
257,67,20
258,172,80
259,34,171
260,105,59
261,51,126
262,179,8
263,141,0
264,153,47
265,89,159
266,19,181
267,47,172
268,63,115
269,199,73
270,97,120
271,144,162
272,58,125
273,60,154
274,4,123
275,144,21
276,139,119
277,145,10
278,169,185
279,160,38
280,181,43
281,142,45
282,157,5
283,17,6
284,198,185
285,98,62
286,186,23
287,59,149
288,8,195
289,69,172
290,74,45
291,91,120
292,14,194
293,5,171
294,16,167
295,103,137
296,174,56
297,146,34
298,199,139
299,58,109
300,51,73
301,13,157
302,89,181
303,108,97
304,125,128
305,43,42
306,192,12
307,87,119
308,66,56
309,16,73
310,142,176
311,168,139
312,195,41
313,111,56
314,145,180
315,38,197
316,34,195
317,23,77
318,54,98
319,167,95
320,90,49
321,145,50
322,40,85
323,60,127
324,127,140
325,184,72
326,50,193
327,141,33
328,52,24
329,1,133
330,180,53
331,182,113
332,141,182
333,132,185
334,127,165
335,176,197
336,198,182
337,183,35
338,125,2
339,152,187
340,48,185
341,74,125
342,65,38
343,131,3
344,145,61
345,127,86
346,65,93
347,169,96
348,70,176
349,47,37
350,78,50
351,79,41
352,90,121
353,99,199
354,139,168
355,12,165
356,166,144
