,city_from,city_to
0,34,31
1,6,86
2,78,87
3,123,121
4,65,26
5,61,153
6,58,149
7,108,157
8,172,91
9,113,99
10,142,194
11,76,155
12,139,174
13,35,74
14,3,53
15,11,64
16,9,114
17,184,102
18,56,28
19,166,6
20,131,140
21,51,71
22,152,104
23,9,41
24,76,15
25,82,7
26,27,172
27,20,158
28,120,183
29,88,157
30,72,71
31,52,7
32,169,39
33,101,101
34,153,3
35,61,80
36,43,148
37,75,9
38,13,126
39,97,92
40,190,38
41,199,6
42,155,175
43,94,99
44,185,96
45,72,116
46,162,93
47,3,121
48,34,48
49,78,77
50,31,135
51,26,38
52,99,32
53,183,76
54,30,45
55,64,26
56,19,107
57,164,83
58,44,194
59,188,60
60,179,89
61,65,92
62,145,52
63,193,66
64,144,63
65,130,164
66,33,19
67,15,89
68,67,183
69,198,144
70,128,117
71,186,90
72,130,152
73,173,186
74,60,191
75,102,172
76,8,130
77,149,173
78,88,198
79,108,54
80,149,101
81,84,23
82,135,88
83,9,182
84,172,92
85,125,160
86,41,2
87,79,92
88,115,69
89,165,107
90,156,99
91,54,76
92,47,80
93,85,167
94,194,191
95,6,139
96,47,31
97,21,22
98,165,164
99,138,104
100,34,20
101,121,85
102,35,164
103,125,199
104,196,187
105,61,148
106,21,144
107,23,116
108,44,114
109,101,146
110,36,173
111,139,84
112,20,190
113,162,166
114,87,175
115,103,41
116,0,26
117,72,114
118,170,84
119,79,98
120,107,2
121,121,92
122,128,53
123,167,3
124,18,11
125,3,167
126,93,152
127,122,178
128,118,30
129,88,195
130,20,82
131,4,8
132,67,72
133,70,69
134,28,143
135,144,129
136,128,63
137,52,148
138,20,64
139,152,75
140,70,22
141,198,14
142,7,153
143,12,141
144,178,101
145,198,139
146,103,130
147,187,8
148,169,2
149,31,10
150,108,36
151,75,131
152,20,93
153,91,87
154,10,18
155,30,170
156,73,179
157,53,196
158,182,175
159,168,179
160,148,131
161,137,109
162,71,152
163,32,96
164,2,129
165,88,81
166,6,125
167,134,128
168,26,61
169,79,69
170,23,111
171,93,113
172,31,155
173,4,12
174,199,54
175,119,4
176,191,197
177,0,107
178,8,166
179,143,165
180,90,126
181,66,181
182,108,126
183,193,45
184,109,156
185,169,111
186,138,88
187,35,55
188,192,30
189,63,26
190,32,49
191,122,116
192,103,184
193,183,132
194,120,12
195,51,57
196,31,88
197,37,10
198,132,141
199,158,149
200,76,56
201,66,100
202,92,55
203,199,8
204,152,41
205,158,114
206,70,32
207,114,98
208,85,18
209,180,89
210,93,64
211,165,132
212,161,178
