,city_from,city_to
0,85,20
1,34,86
2,18,41
3,16,79
4,172,168
5,95,129
6,187,44
7,199,62
8,184,88
9,179,127
10,91,15
11,117,26
12,118,32
13,98,197
14,22,88
15,8,83
16,20,155
17,64,145
18,120,31
19,185,32
20,117,127
21,90,196
22,115,149
23,93,183
24,92,195
25,135,121
26,188,191
27,160,120
28,175,133
29,155,132
30,164,114
31,95,150
32,175,184
33,186,126
34,179,139
35,159,40
36,149,25
37,97,21
38,75,121
39,148,1
40,113,89
41,159,165
42,139,175
43,175,181
44,38,81
45,10,40
46,24,6
47,4,152
48,82,24
49,106,29
50,105,49
51,169,118
52,20,75
53,2,0
54,16,97
55,29,99
56,121,49
57,136,5
58,56,144
59,30,132
60,86,91
61,139,172
62,67,82
63,171,9
64,149,19
65,137,89
66,74,75
67,6,102
68,26,121
69,8,128
70,7,63
71,68,124
72,82,136
73,24,12
74,55,10
75,52,34
76,31,66
77,39,166
78,29,133
79,59,165
80,64,165
81,52,199
