,city_from,city_to
0,94,31
1,67,64
2,37,108
3,48,54
4,107,87
5,48,5
6,133,48
7,148,169
8,147,151
9,150,155
10,136,77
11,136,38
12,190,100
13,91,187
14,20,152
15,32,96
16,56,157
17,90,53
18,114,11
19,131,10
20,128,15
21,119,10
22,7,92
23,56,105
24,74,126
25,198,35
26,199,49
27,120,198
28,174,189
29,83,196
30,93,174
31,112,99
32,140,81
33,75,148
34,80,151
35,93,150
36,87,145
37,154,94
38,45,7
39,99,15
40,67,12
41,176,8
42,130,57
43,95,114
44,193,155
45,150,69
46,181,67
47,177,122
48,176,94
49,197,46
50,121,104
51,139,125
52,160,178
53,8,187
54,8,60
55,2,64
56,190,97
57,157,119
58,106,153
59,56,189
60,0,181
61,13,198
62,11,138
63,87,199
64,81,109
65,91,73
66,77,198
67,105,14
68,72,34
69,104,16
70,63,31
71,123,153
72,36,42
73,44,64
74,136,120
75,0,47
76,37,61
77,23,160
78,97,75
79,140,49
80,138,22
81,100,163
82,45,84
83,18,64
84,5,86
85,6,32
86,0,77
87,37,29
88,48,177
89,174,179
90,174,177
91,155,183
92,139,197
93,39,117
94,90,178
95,77,86
96,22,26
97,29,42
98,45,36
99,85,26
