,city_from,city_to
0,10,45
1,19,3
2,52,10
3,90,123
4,125,181
5,168,112
6,126,57
7,139,70
8,146,21
9,199,198
10,165,131
11,88,191
12,67,181
13,56,130
14,61,26
15,64,36
16,23,121
17,63,131
18,52,198
19,45,178
20,27,193
21,2,151
22,56,30
23,40,67
24,80,134
25,87,124
26,113,33
27,74,45
28,121,0
29,116,131
30,134,126
31,126,68
32,71,69
33,142,43
34,179,26
35,176,68
36,123,142
37,58,193
38,31,150
39,45,165
40,110,30
41,150,63
42,194,89
43,190,96
44,114,94
45,51,120
46,44,174
47,88,194
48,174,181
49,173,191
50,159,188
51,194,189
52,123,98
53,127,6
54,146,144
55,186,162
56,158,135
57,126,77
58,85,26
59,111,55
60,135,46
61,167,5
62,117,87
63,126,141
64,142,165
65,88,109
66,37,31
67,77,39
68,91,72
69,41,136
70,23,155
71,18,63
72,166,41
73,55,35
