,city_from,city_to
0,15,127
1,24,7
2,0,81
3,71,190
4,2,175
5,8,153
6,1,184
7,145,85
8,106,50
9,148,42
10,119,28
11,1,63
12,141,151
13,125,180
14,143,140
15,135,148
16,183,180
17,181,72
18,39,55
19,30,36
20,112,1
21,70,55
22,71,102
23,107,154
24,84,196
25,58,196
26,136,75
27,48,125
28,15,103
29,93,52
30,126,160
31,91,61
32,89,77
33,172,60
34,29,121
35,92,123
36,135,85
37,33,64
38,105,75
39,130,96
40,90,12
41,71,61
42,59,29
43,169,124
44,105,108
45,164,98
46,44,115
47,33,66
48,155,20
49,149,27
50,158,106
51,191,175
52,198,55
53,108,15
54,159,0
55,64,103
56,82,111
57,150,142
58,139,43
59,27,2
60,74,2
61,62,68
62,129,41
63,167,2
64,124,16
65,21,188
66,127,34
67,78,70
68,101,62
69,170,137
70,110,115
71,6,57
72,164,122
73,68,58
74,142,3
75,175,18
76,163,177
77,189,163
78,199,146
79,57,100
80,104,133
81,14,57
82,162,185
83,188,121
84,34,94
85,187,43
86,121,65
87,52,12
88,41,192
89,75,181
90,98,136
91,110,171
92,70,192
93,15,55
94,112,36
95,179,19
96,58,108
97,133,36
98,69,92
99,177,64
