,city_from,city_to
0,195,153
1,187,190
2,174,35
3,197,93
4,156,39
5,172,81
6,109,123
7,99,155
8,94,62
9,68,2
10,96,94
11,30,28
12,144,29
13,42,123
14,27,66
15,73,105
16,137,17
17,136,15
18,10,163
19,196,193
20,114,75
21,11,141
22,47,125
23,127,91
24,190,160
25,20,164
26,29,144
27,102,171
28,27,191
29,67,198
30,145,45
31,170,52
32,185,97
33,191,19
34,156,4
35,134,49
36,19,105
37,17,48
38,25,55
39,157,42
40,42,67
41,11,177
42,16,100
43,194,57
44,105,75
45,89,116
46,115,104
47,25,198
48,40,168
49,158,123
50,163,45
51,150,149
52,179,155
53,61,114
54,133,174
55,32,103
56,160,80
57,26,44
58,131,183
59,30,27
60,45,17
61,90,163
62,118,183
63,140,68
64,84,151
65,25,89
66,140,191
67,136,12
68,163,135
69,51,33
70,75,8
71,146,35
72,170,97
73,151,113
74,177,164
75,70,199
76,48,159
77,48,149
78,139,178
79,140,188
80,5,11
81,13,8
82,128,29
83,133,38
84,99,164
85,11,166
86,123,129
87,58,169
88,118,10
89,96,147
90,71,179
91,46,97
92,85,135
93,37,180
94,96,85
95,146,74
96,96,85
97,187,145
98,60,132
99,127,117
