,city_from,city_to
0,169,122
1,107,111
2,183,44
3,159,187
4,89,4
5,15,31
6,9,2
7,30,71
8,60,29
9,164,16
10,15,53
11,63,56
12,193,100
13,197,132
14,134,169
15,112,176
16,21,161
17,37,43
18,131,11
19,72,89
20,92,25
21,49,21
22,97,125
23,159,31
24,186,27
25,100,192
26,52,107
27,14,112
28,50,27
29,110,125
30,87,182
31,65,169
32,18,124
33,86,165
34,45,187
35,30,175
36,66,28
37,30,98
38,20,97
39,149,123
40,0,40
41,41,172
42,49,185
43,63,194
44,190,77
45,100,83
46,43,39
47,94,159
48,33,197
49,17,64
50,35,186
51,77,4
52,9,15
53,51,58
54,30,34
55,91,142
56,181,184
57,78,174
58,39,4
59,165,105
60,147,108
61,127,144
62,119,101
63,102,39
64,24,36
65,10,164
66,0,115
67,18,140
68,163,176
69,119,168
70,106,167
71,108,20
72,58,96
73,127,126
74,174,62
75,99,101
76,36,152
77,60,79
78,35,84
79,13,177
80,71,151
81,105,196
82,182,188
83,189,159
84,50,21
85,44,140
86,24,52
87,46,0
88,177,32
89,94,155
90,160,24
91,26,26
92,19,17
93,28,166
94,126,145
95,111,154
96,34,14
97,67,79
98,101,193
99,87,136
100,90,7
101,23,125
102,124,171
103,47,7
104,74,131
105,42,157
106,96,119
107,166,138
108,153,66
109,143,127
110,158,56
111,46,102
112,128,138
113,11,48
114,1,110
115,183,184
116,9,105
117,62,123
118,193,170
119,121,54
120,2,61
121,88,111
122,42,63
123,51,104
124,77,13
125,100,55
126,188,195
127,184,144
128,157,132
129,23,127
130,41,15
131,45,69
132,155,3
133,136,150
134,151,195
135,108,79
136,196,135
137,107,10
138,105,5
139,167,102
140,93,8
141,101,143
142,146,158
143,121,28
144,160,89
145,1,117
146,24,71
147,143,182
148,111,146
149,104,173
150,22,24
151,96,140
152,10,108
153,199,51
154,33,83
155,59,18
156,190,135
157,104,128
158,132,130
159,119,62
160,188,133
161,131,134
162,88,92
163,190,7
164,52,121
165,161,192
166,85,174
167,191,127
168,86,35
169,10,146
170,76,72
171,100,160
172,82,101
173,86,162
174,137,44
175,83,123
176,62,143
177,69,126
178,45,38
179,198,193
180,101,122
181,194,21
182,80,47
183,113,43
184,136,145
185,41,20
186,110,16
187,2,173
188,45,43
189,6,137
190,27,33
191,152,24
192,39,107
193,94,175
194,43,24
195,65,66
196,1,29
197,13,96
198,11,123
199,138,127
200,149,66
201,175,31
202,164,9
203,103,39
204,193,22
205,97,115
206,162,13
207,145,114
208,2,180
209,196,176
210,162,184
211,66,188
212,30,185
213,63,146
214,99,136
215,128,22
216,105,120
217,122,171
218,117,15
219,182,18
220,48,55
221,33,174
222,165,181
223,125,94
224,164,58
225,116,26
