,city_from,city_to
0,23,55
1,137,103
2,147,18
3,95,10
4,155,45
5,98,198
6,169,109
7,171,179
8,112,11
9,63,163
10,96,101
11,118,108
12,21,50
13,38,96
14,156,159
15,130,139
16,165,120
17,141,38
18,87,10
19,185,194
20,170,179
21,193,15
22,137,132
23,10,48
24,44,27
25,177,95
26,108,173
27,90,196
28,114,118
29,32,160
30,4,176
31,42,198
32,135,12
33,23,8
34,21,4
35,28,23
36,187,160
37,38,119
38,46,107
39,128,169
40,80,86
41,114,191
42,193,67
43,18,91
44,33,87
45,76,39
46,174,40
47,155,93
48,104,13
49,106,69
50,31,29
51,110,169
52,197,42
53,97,13
54,142,102
55,86,66
56,197,34
57,38,22
58,87,48
59,129,103
60,67,77
61,52,136
62,12,136
63,36,64
64,140,191
65,21,196
66,77,28
67,100,27
68,0,163
69,97,35
70,133,51
71,128,77
72,188,143
73,191,156
74,168,177
75,89,199
76,112,138
77,83,152
78,97,27
79,188,43
80,130,77
81,121,29
82,192,64
83,86,52
84,11,162
85,107,108
86,7,97
87,152,123
88,4,127
89,52,40
90,121,32
91,88,80
92,44,99
93,125,39
94,121,23
95,139,33
96,3,112
97,19,41
98,83,93
99,114,122
