,city_from,city_to
0,192,140
1,157,110
2,193,155
3,175,30
4,170,114
5,188,64
6,57,4
7,177,111
8,172,29
9,49,5
10,162,158
11,136,132
12,133,142
13,179,197
14,93,64
15,73,61
16,112,119
17,91,142
18,105,166
19,162,60
20,153,119
21,123,49
22,192,62
23,131,61
24,83,80
25,41,140
26,40,50
27,91,30
28,177,34
29,165,70
30,117,27
31,93,164
32,41,174
33,134,96
34,101,6
35,36,23
36,108,167
37,144,84
38,18,76
39,97,54
40,194,28
41,57,128
42,80,43
43,154,193
44,186,139
45,181,116
46,143,131
47,108,175
48,49,37
49,122,137
50,124,174
51,54,166
52,22,192
53,10,110
54,91,149
55,33,99
56,106,111
57,144,132
58,64,55
59,13,13
60,41,138
61,23,113
62,13,102
63,154,64
64,123,77
65,151,172
66,132,68
67,158,24
68,103,15
69,40,38
70,48,65
71,134,68
72,162,35
73,70,45
74,104,174
75,30,123
76,31,66
77,6,50
78,143,45
79,101,91
80,51,187
81,148,121
82,70,171
83,99,98
84,73,175
85,172,176
86,153,89
87,30,95
88,53,37
89,12,171
90,13,47
91,42,132
92,40,168
93,47,198
94,124,124
95,51,84
96,54,107
97,82,73
98,25,149
99,121,105
