,city_from,city_to
0,155,169
1,53,127
2,57,58
3,145,132
4,94,134
5,169,162
6,1,24
7,113,149
8,159,44
9,70,146
10,195,64
11,102,5
12,136,40
13,41,163
14,162,163
15,195,35
16,2,163
17,152,139
18,49,83
19,88,24
20,88,103
21,19,107
22,173,80
23,102,45
24,33,157
25,49,77
26,143,85
27,45,4
28,25,70
29,45,60
30,5,85
31,3,199
32,11,101
33,9,89
34,48,157
35,156,166
36,174,0
37,2,60
38,118,111
39,140,102
40,15,194
41,2,49
42,123,99
43,108,32
44,66,39
45,58,60
46,16,181
47,96,60
48,23,143
49,159,111
50,67,30
51,172,39
52,34,114
53,55,113
54,174,85
55,151,168
56,4,156
57,35,189
58,101,199
59,124,129
60,166,173
61,150,119
62,188,153
63,140,14
64,30,127
65,155,61
66,164,33
67,108,25
68,18,85
69,59,133
70,72,45
71,84,39
72,199,13
73,24,113
74,17,63
75,48,101
76,18,9
77,81,158
78,152,141
79,175,57
80,85,76
81,33,14
82,16,148
83,58,5
84,40,163
85,113,112
86,99,20
87,141,126
88,151,162
89,109,32
90,68,9
91,176,121
92,45,92
93,171,22
94,119,111
95,141,63
96,88,101
97,70,116
98,107,76
99,97,27
100,196,85
101,187,144
102,1,147
103,191,6
104,75,136
105,87,160
106,6,16
107,59,162
108,73,80
109,17,11
110,128,36
111,163,86
112,49,87
113,36,122
114,150,190
115,147,148
116,100,105
117,122,58
118,39,69
119,192,65
120,112,168
121,102,73
122,23,20
123,79,130
124,40,100
125,110,36
126,27,90
127,78,59
128,169,56
129,57,17
130,195,37
131,81,64
132,192,93
133,120,138
134,186,193
135,3,152
136,87,197
137,106,43
138,144,176
139,191,44
140,70,95
141,85,92
142,89,87
143,65,126
144,110,11
145,187,100
146,191,110
147,103,190
148,124,110
149,191,140
150,149,57
151,36,64
152,4,74
153,152,73
154,154,153
155,120,79
156,166,78
157,164,28
158,23,78
159,119,32
160,40,113
161,185,193
162,191,31
163,87,53
164,131,41
165,16,159
166,43,58
167,4,182
168,190,8
169,101,101
170,132,99
171,107,170
172,69,151
173,186,173
174,103,46
175,60,38
176,25,145
177,143,9
178,139,140
179,24,81
180,129,24
181,170,90
182,49,179
183,108,79
184,198,8
185,51,93
186,122,136
187,132,100
188,115,181
189,63,170
190,16,184
191,187,32
192,94,62
193,47,147
194,53,130
195,169,158
196,43,117
197,49,148
198,96,52
199,192,112
200,126,21
201,191,7
202,111,73
203,186,71
204,183,169
205,64,133
206,153,6
207,172,162
208,171,177
209,180,110
210,87,80
211,0,47
212,176,111
213,108,32
214,51,130
215,176,117
216,30,119
217,144,176
218,135,120
219,162,130
220,130,146
221,77,182
222,13,125
223,51,159
224,33,46
225,56,127
226,92,21
227,85,27
228,144,135
229,92,149
230,92,179
231,37,187
232,175,28
233,73,196
234,45,129
235,162,196
236,156,151
237,121,167
238,144,92
239,147,2
240,84,127
241,156,55
242,48,38
243,177,76
244,48,148
245,134,29
246,86,180
247,94,35
248,160,58
249,192,119
250,176,43
251,87,128
252,11,137
253,158,189
254,117,35
255,81,145
256,169,16
257,195,174
258,161,193
259,187,185
260,187,86
261,74,132
262,154,182
263,127,4
264,164,125
265,149,71
266,54,15
267,34,67
268,9,52
269,44,53
270,101,192
271,163,104
272,75,46
273,45,83
274,4,93
275,139,145
276,43,60
277,16,114
278,104,23
279,142,48
280,190,119
281,85,83
282,127,121
283,121,152
284,144,91
285,110,165
286,56,135
287,99,52
288,6,175
289,40,99
290,193,132
291,165,35
292,168,153
293,27,9
294,6,22
295,84,1
296,44,85
297,39,141
298,164,41
299,91,176
300,44,15
301,170,70
302,125,102
303,131,13
304,13,150
305,96,172
306,169,148
307,142,80
308,109,44
309,197,193
310,163,28
311,102,29
312,111,29
313,90,3
314,165,188
315,160,15
316,12,53
317,33,96
318,97,155
319,176,0
320,103,45
321,96,138
322,186,190
323,7,186
324,122,157
325,184,87
326,90,184
327,14,196
328,16,30
329,183,34
330,83,12
331,4,92
332,46,49
333,100,109
334,103,137
335,134,85
336,190,86
337,170,105
338,45,50
339,45,151
340,1,72
341,75,88
342,42,162
343,100,158
344,89,122
345,48,126
346,66,11
347,168,128
348,39,159
349,12,198
350,187,72
351,75,118
352,131,132
353,94,150
354,50,115
355,26,87
356,56,164
357,10,5
358,83,26
359,6,88
360,129,78
361,147,38
362,75,140
363,170,148
364,159,144
365,36,137
366,130,98
367,145,44
368,16,136
369,189,76
370,149,17
371,5,158
372,196,64
373,150,168
374,150,197
375,120,171
376,105,192
377,173,184
378,42,101
379,194,184
380,81,32
381,178,135
382,169,54
383,31,106
384,49,149
385,45,23
386,26,171
387,97,70
388,118,122
389,39,6
390,151,104
391,173,63
392,35,161
393,105,81
394,104,74
395,80,69
396,73,175
397,169,72
398,149,95
399,100,90
400,56,15
401,11,13
402,17,146
403,14,170
404,104,144
405,87,37
406,181,186
407,190,124
408,170,194
409,113,96
410,26,40
411,13,63
412,43,90
413,12,193
414,108,132
415,53,171
416,124,160
