,city_from,city_to
0,88,187
1,138,178
2,1,174
3,23,170
4,130,188
5,116,171
6,129,162
7,55,102
8,178,196
9,162,104
10,144,83
11,154,195
12,109,194
13,11,49
14,105,19
15,143,163
16,26,109
17,42,97
18,64,160
19,158,135
20,146,39
21,10,8
22,31,9
23,2,13
24,188,12
25,191,57
26,5,82
27,96,84
28,81,24
29,54,120
30,86,169
31,117,195
32,132,185
33,83,165
34,188,166
35,180,63
36,174,153
37,102,20
38,93,56
39,131,100
40,85,177
41,140,184
42,21,7
43,99,126
44,125,63
45,94,91
46,84,30
47,138,82
48,57,156
49,74,146
50,143,134
51,60,157
52,117,29
53,180,9
54,192,113
55,91,58
56,106,71
57,30,159
58,11,125
59,41,195
60,57,98
61,199,51
62,45,25
63,142,104
64,69,105
65,180,83
66,196,22
67,107,89
68,59,45
69,52,100
70,131,69
71,105,159
72,3,103
73,36,166
74,45,48
75,127,75
76,103,40
77,86,29
78,136,99
79,57,115
80,103,175
81,123,121
82,111,83
83,161,60
84,74,73
85,135,69
86,148,131
87,144,157
88,154,163
89,142,175
90,83,177
91,56,95
92,143,116
93,90,102
94,104,160
95,135,48
96,128,196
97,168,191
98,98,152
99,88,170
100,73,185
101,124,116
102,149,95
103,121,77
104,130,100
105,136,31
106,171,105
107,162,160
108,143,126
109,49,78
110,156,28
111,122,26
112,104,22
113,163,92
114,31,137
115,9,148
116,119,166
117,121,195
118,88,199
119,153,133
120,93,138
121,32,79
122,171,52
123,17,195
124,70,60
125,5,5
126,129,1
127,20,87
128,15,8
129,32,187
130,77,102
131,2,9
132,8,30
133,14,40
134,26,42
135,2,35
136,173,11
137,68,16
138,121,38
139,32,50
140,197,100
141,78,50
142,174,102
143,91,34
144,104,31
145,155,17
146,173,13
147,123,158
148,150,109
149,57,177
150,76,29
151,106,108
152,164,74
153,23,169
154,97,115
155,148,120
156,108,60
157,72,46
158,28,156
159,46,163
160,78,104
161,145,116
162,181,37
163,154,87
164,93,188
165,40,125
166,7,140
167,134,159
168,18,84
169,35,111
170,106,119
171,106,189
172,55,152
173,102,47
174,118,116
175,10,23
176,90,106
177,181,11
178,190,70
179,106,45
180,157,154
181,194,173
182,171,34
183,36,187
184,9,170
185,100,113
186,121,81
187,124,185
188,187,134
189,48,103
190,116,103
191,98,94
192,69,128
193,149,28
194,179,35
195,128,50
196,177,121
197,188,185
198,127,114
199,83,121
200,12,110
201,192,29
202,157,161
203,124,107
204,197,88
205,153,160
206,59,107
207,39,175
208,152,188
209,75,110
210,119,153
211,44,14
212,139,29
213,137,96
214,169,13
215,62,73
216,31,134
217,130,6
218,137,104
219,159,145
220,123,156
221,84,102
222,174,162
223,165,126
224,190,28
225,169,53
226,151,142
227,126,13
228,100,116
229,139,117
230,26,107
231,93,84
232,88,13
233,66,37
234,154,78
235,143,190
236,116,194
237,102,98
238,129,12
239,171,158
240,151,140
241,196,34
242,57,32
243,24,5
244,184,26
245,99,98
246,74,161
247,110,82
248,1,117
249,91,105
250,176,53
251,188,51
252,92,21
253,58,98
254,90,113
255,13,54
256,50,142
257,196,76
258,147,163
259,42,38
260,74,113
261,196,102
262,99,169
263,40,167
264,133,167
265,141,195
266,24,178
267,128,80
268,128,16
269,110,18
270,23,5
271,168,61
272,96,98
273,155,142
274,124,23
275,88,136
276,101,31
277,69,130
278,135,161
279,34,82
280,54,28
281,156,187
282,129,169
283,87,78
284,195,132
285,44,169
286,16,12
287,113,152
288,156,81
289,176,4
290,137,11
291,183,86
292,162,20
293,172,31
294,144,128
295,84,78
296,116,108
297,170,117
298,113,81
299,97,103
300,44,17
301,76,8
302,67,75
303,174,102
304,136,91
305,85,106
306,102,196
307,144,189
308,63,70
309,27,2
310,36,38
311,65,139
312,174,56
313,49,2
314,61,148
315,49,144
316,37,139
317,23,31
318,6,188
319,121,80
320,174,38
321,196,41
322,36,102
323,134,21
324,62,39
325,19,25
326,115,95
327,27,164
328,58,99
329,175,6
330,193,17
331,27,122
332,45,140
333,157,117
334,25,128
335,114,198
336,31,191
337,35,27
338,59,53
339,63,118
340,88,38
341,183,69
342,143,174
343,37,151
344,25,31
345,118,55
346,7,193
347,52,194
348,184,127
349,186,181
350,32,144
351,60,18
352,66,17
353,163,58
354,185,36
355,136,46
356,151,87
357,20,77
358,101,109
359,51,123
360,118,81
361,120,10
362,165,74
363,189,53
364,132,145
365,183,98
366,178,0
367,144,104
368,34,51
369,4,92
370,166,98
371,174,38
372,76,83
373,172,12
374,169,24
375,42,80
376,53,126
377,113,149
378,195,88
379,49,32
380,46,71
381,42,122
382,118,132
383,48,182
384,75,10
385,38,24
386,119,72
387,148,11
388,167,30
389,127,129
390,79,99
391,180,38
392,154,109
393,47,123
394,122,72
395,54,106
396,7,113
397,11,40
398,27,26
399,110,176
400,130,193
401,147,75
402,191,136
403,106,156
404,185,50
405,96,116
406,128,56
407,72,196
408,25,97
409,144,189
410,101,27
411,185,48
412,183,57
413,52,131
414,179,184
415,125,112
416,160,95
417,62,28
418,90,54
419,188,45
420,45,40
421,9,184
422,185,131
423,119,199
424,48,14
425,104,150
426,134,140
427,195,158
428,178,132
429,128,8
430,140,122
431,16,87
432,55,124
433,104,72
434,171,134
435,136,185
436,161,177
437,159,197
438,154,128
439,67,32
440,175,76
441,182,100
442,89,40
443,75,110
444,126,118
445,128,105
446,79,189
447,124,185
448,34,52
449,161,48
450,154,5
451,151,57
452,60,32
453,140,150
454,70,86
455,108,189
456,199,31
457,21,194
458,112,93
459,45,51
460,32,126
461,140,100
462,20,169
463,65,148
464,185,88
465,128,107
466,18,82
467,130,40
468,114,20
469,74,7
470,5,137
471,133,171
472,168,108
473,176,104
474,113,65
475,56,128
476,125,162
477,163,170
478,144,182
479,63,86
480,183,52
481,2,171
482,26,163
483,175,74
484,110,37
485,152,19
486,95,63
