,city_from,city_to
0,57,78
1,35,35
2,56,42
3,129,67
4,121,170
5,94,20
6,120,114
7,197,54
8,143,16
9,2,26
10,15,99
11,31,150
12,86,132
13,124,19
14,27,61
15,48,76
16,95,139
17,129,67
18,58,45
19,95,59
20,190,156
21,43,3
22,84,9
23,4,38
24,67,132
25,20,57
26,82,104
27,133,3
28,143,156
29,196,87
30,131,107
31,72,177
32,184,123
33,101,100
34,148,103
35,163,81
36,21,118
37,153,69
38,194,134
39,189,137
40,21,163
41,152,24
42,168,118
43,156,72
44,85,119
45,23,134
46,54,168
47,187,160
48,109,171
49,98,196
50,189,165
51,197,41
52,126,18
53,35,53
54,42,105
55,131,165
56,81,64
57,59,18
58,120,172
59,167,153
60,128,96
61,138,52
62,193,22
63,124,110
64,101,159
65,70,152
66,50,122
67,126,92
68,154,14
69,158,0
70,122,127
71,103,129
72,104,23
73,23,61
74,144,194
75,136,181
76,162,76
77,90,81
78,68,96
79,188,137
80,113,53
81,134,183
82,6,17
83,29,63
84,12,156
85,114,107
86,108,126
87,101,158
88,162,182
89,142,111
90,83,79
91,2,80
92,93,111
93,18,102
94,40,94
95,69,189
96,18,107
97,8,141
98,39,60
99,175,36
100,183,83
101,153,63
102,188,171
103,127,91
104,162,136
105,165,125
106,163,158
107,164,33
108,187,124
109,197,71
110,198,25
111,91,66
112,39,162
113,120,5
114,125,24
115,54,158
116,129,97
117,117,77
118,57,58
119,13,0
120,173,49
121,186,29
122,132,46
123,175,190
124,136,110
125,139,119
126,175,176
127,72,141
128,15,142
129,125,157
130,82,111
131,29,84
132,79,11
133,32,36
134,191,124
135,51,189
136,112,101
137,181,142
138,194,139
139,196,182
140,44,60
141,155,69
142,112,28
143,81,21
144,82,40
145,54,123
146,55,60
147,74,185
148,33,30
149,21,0
150,155,186
151,191,85
152,162,144
153,180,177
154,46,174
155,130,170
156,196,18
157,160,0
158,41,108
159,22,8
160,64,39
161,30,62
162,29,176
163,160,133
164,165,106
165,25,128
166,191,33
167,180,152
168,72,136
169,92,105
170,167,128
171,124,5
172,39,37
173,17,97
174,154,43
175,102,140
176,32,12
177,116,122
178,102,183
179,63,113
180,183,12
181,130,143
182,11,53
183,66,135
184,179,67
185,169,4
186,176,17
187,135,105
188,139,73
189,58,26
190,31,141
191,16,94
192,105,139
193,184,76
194,73,168
195,77,113
196,194,34
197,181,22
198,176,40
199,98,191
200,91,51
201,40,71
202,65,109
203,26,27
204,69,48
205,91,199
206,146,182
207,148,70
208,186,120
209,113,13
210,105,50
211,180,83
212,167,143
213,30,80
214,13,154
215,67,116
216,99,13
217,61,62
218,89,197
219,125,198
220,90,61
221,8,143
222,1,20
223,26,34
224,159,76
225,31,102
226,182,197
227,172,107
228,189,87
229,172,0
230,4,8
231,154,183
232,116,118
233,196,199
234,57,35
235,102,168
236,111,165
237,63,45
238,101,52
239,25,54
240,116,57
241,109,48
242,121,31
243,68,169
244,4,168
245,197,88
246,163,175
247,128,38
248,192,71
249,76,2
250,23,106
251,27,191
252,53,160
253,138,198
254,110,152
255,148,178
256,174,93
257,186,135
258,150,65
259,148,46
260,135,47
261,83,74
262,91,150
263,37,179
264,117,51
265,155,159
266,56,150
267,128,89
268,95,192
269,144,179
270,135,157
271,173,108
272,190,195
273,198,182
274,171,149
275,195,37
276,194,91
277,172,114
278,101,197
279,145,95
280,125,56
281,38,41
282,61,116
283,57,4
284,150,109
285,178,179
286,136,40
287,26,176
288,34,194
289,140,110
290,139,66
291,187,81
292,157,147
293,151,152
294,85,181
295,89,99
296,177,173
297,66,3
298,79,24
299,42,172
300,178,107
301,197,142
302,196,199
303,112,9
304,104,16
305,47,37
306,110,47
307,164,155
308,189,150
309,117,25
310,26,58
311,30,88
312,5,135
313,7,74
314,152,191
315,129,194
316,161,59
317,146,131
318,71,129
319,70,146
320,115,179
321,175,38
322,51,185
323,199,143
324,91,197
325,41,112
326,130,190
327,33,160
328,161,39
329,122,75
330,74,39
331,131,64
332,181,127
333,126,177
334,59,78
335,152,15
336,106,170
337,95,147
338,129,68
339,117,116
340,114,141
341,77,180
342,29,87
343,69,76
344,66,128
345,72,104
346,91,5
347,22,28
348,71,42
349,64,141
350,197,21
351,31,104
352,43,38
353,181,115
354,150,35
355,165,43
356,134,182
357,94,116
358,84,188
359,114,164
360,45,66
361,0,39
362,167,158
363,121,169
364,20,81
365,0,161
366,178,133
367,194,194
368,15,117
369,24,87
370,44,11
371,188,190
372,171,178
373,98,99
374,45,41
375,38,33
376,15,27
377,188,173
378,74,168
379,158,128
380,159,20
381,97,127
382,45,112
383,81,49
384,20,169
385,68,70
386,40,50
387,188,81
388,147,152
389,154,185
390,83,168
391,53,126
392,13,76
393,117,3
394,169,175
395,132,128
396,95,164
397,23,18
398,143,151
399,116,167
400,198,197
401,138,172
402,24,106
403,36,26
404,67,32
405,17,67
406,20,129
407,29,188
408,84,196
409,194,83
410,129,108
411,110,85
412,8,162
413,49,102
414,179,135
415,65,198
416,108,112
417,37,107
418,54,183
419,70,170
420,12,183
421,69,162
422,51,122
423,16,155
424,26,190
425,26,9
426,79,51
427,81,43
428,3,15
429,37,129
430,44,75
431,105,143
432,88,126
433,15,181
434,118,68
435,95,125
436,28,103
437,73,41
438,28,51
439,93,63
440,73,33
441,104,97
442,44,134
443,36,80
444,82,161
445,26,26
446,103,188
447,38,132
448,87,180
449,58,199
450,186,198
451,45,140
452,2,33
453,110,157
454,76,110
455,164,15
456,11,49
457,11,133
458,95,117
459,22,199
460,51,111
461,63,80
462,49,184
463,104,60
464,178,157
465,175,3
466,129,152
467,180,89
468,44,96
469,60,156
470,91,179
471,197,46
472,112,191
473,77,182
474,29,136
475,107,117
476,130,90
477,119,163
478,56,118
479,154,189
480,184,22
481,123,161
482,199,20
483,133,176
484,107,80
485,59,1
486,88,28
487,60,18
488,109,13
489,76,83
490,134,76
491,13,54
492,64,60
493,12,173
494,195,32
495,78,34
496,110,24
497,145,34
498,84,5
499,45,154
