,city_from,city_to
0,166,159
1,163,146
2,153,198
3,63,181
4,43,163
5,57,199
6,44,160
7,196,178
8,164,107
9,140,21
10,180,45
11,126,13
12,77,42
13,81,35
14,89,19
15,158,163
16,196,129
17,87,89
18,31,109
19,5,112
20,1,133
21,32,117
22,60,164
23,199,171
24,188,174
25,70,66
26,85,41
27,104,116
28,63,105
29,53,110
30,58,107
31,180,58
32,163,71
33,193,85
34,182,42
35,54,74
36,86,56
37,116,27
38,110,58
39,163,103
40,55,16
41,46,25
42,97,30
43,164,40
44,140,109
45,111,106
46,172,169
47,78,33
48,86,23
49,153,35
50,72,123
51,47,129
52,2,141
53,90,167
54,125,167
55,88,111
56,183,132
57,140,140
58,92,161
59,5,187
60,88,129
61,175,13
62,175,15
63,188,35
64,199,34
65,184,127
66,177,133
67,142,112
68,85,39
