,city_from,city_to
0,195,109
1,151,149
2,165,103
3,47,199
4,50,72
5,158,173
6,29,132
7,142,32
8,25,164
9,110,57
10,79,88
11,141,100
12,115,198
13,25,166
14,183,128
15,83,132
16,42,41
17,32,40
18,148,4
19,123,33
20,114,141
21,36,80
22,182,190
23,193,155
24,100,72
25,168,47
26,98,159
27,35,145
28,156,94
29,191,164
30,120,112
31,7,74
32,106,20
33,152,180
34,139,52
35,112,130
36,43,53
37,86,63
38,54,19
39,108,85
40,194,1
41,61,100
42,155,56
43,175,157
44,51,38
45,74,142
46,173,46
47,51,198
48,196,53
49,119,71
50,27,14
51,166,104
52,3,8
53,180,70
54,23,144
55,56,174
56,40,193
57,164,73
58,182,116
59,84,100
60,48,199
61,38,158
62,142,15
63,104,50
64,134,23
65,92,32
66,20,144
67,43,150
68,116,93
69,179,24
70,103,132
71,117,17
72,197,50
73,69,102
74,38,112
75,75,188
76,7,173
77,58,172
78,32,198
79,12,55
80,108,46
81,3,196
82,0,186
83,170,67
84,10,8
85,59,13
86,55,6
87,171,72
88,37,144
89,197,191
90,73,75
91,15,61
92,183,179
93,150,12
94,170,139
95,74,120
96,189,93
97,8,57
98,30,184
99,48,173
100,42,87
101,167,145
102,161,66
103,61,24
104,40,36
105,66,172
106,162,45
107,81,74
108,171,81
109,192,193
110,29,177
111,43,39
112,121,41
113,173,58
114,100,2
115,81,69
116,16,183
117,51,17
118,24,57
119,66,76
120,114,195
121,8,82
122,36,65
123,154,75
124,5,158
125,75,1
126,49,71
127,134,18
128,2,154
129,57,74
130,125,43
131,1,191
132,13,101
133,140,108
134,59,139
135,132,1
136,94,1
137,179,1
138,182,168
139,186,162
140,165,12
141,176,27
142,98,28
143,134,87
144,173,56
145,157,127
146,14,141
147,47,156
148,148,34
149,189,121
150,187,107
151,121,24
152,30,49
153,51,41
154,45,88
155,144,112
156,53,155
157,6,2
158,189,188
159,76,155
160,34,106
161,55,161
162,131,124
163,127,74
164,91,190
165,176,174
166,130,97
167,191,199
168,161,69
169,160,175
170,88,145
171,107,177
172,173,157
173,59,143
174,11,18
175,148,3
176,116,196
177,172,188
178,70,138
179,96,156
180,39,86
181,120,59
182,55,146
183,125,155
184,185,184
185,181,53
186,112,169
187,175,186
188,135,146
189,104,98
190,99,55
191,79,47
192,182,181
193,129,144
194,84,54
195,62,41
196,53,72
197,109,78
198,142,162
199,59,133
200,12,52
201,139,140
202,108,11
203,145,160
204,72,8
205,48,119
206,91,47
207,128,27
208,103,64
209,58,97
210,77,43
211,15,38
212,109,124
213,161,107
214,85,78
215,148,115
216,34,21
217,192,14
218,117,104
219,135,88
220,149,199
221,79,187
222,34,119
223,21,30
224,25,4
225,42,126
226,76,84
227,178,52
228,181,15
229,105,76
230,49,1
231,35,117
232,96,184
233,77,162
234,61,50
235,137,188
236,84,99
237,189,110
238,159,135
239,79,137
240,74,82
241,23,72
242,83,82
243,36,92
244,85,48
245,111,47
246,182,167
247,123,56
248,156,190
249,30,77
250,31,121
251,6,191
252,58,67
253,85,186
254,1,171
255,49,165
256,83,62
257,84,105
258,198,181
259,168,166
260,136,193
261,155,155
262,63,94
263,124,151
264,195,177
265,144,182
266,103,51
267,141,17
268,94,82
269,8,159
270,38,32
271,59,118
272,142,78
273,55,18
274,16,143
275,30,24
276,185,98
277,148,61
278,7,3
279,51,104
280,124,67
281,160,40
282,72,59
283,155,10
284,151,185
285,156,74
286,109,199
287,183,143
288,127,194
289,0,92
290,22,182
291,157,159
292,146,187
293,190,29
294,117,57
295,76,55
296,184,172
297,193,121
298,22,126
299,190,1
300,128,61
301,65,8
302,151,14
303,45,149
304,152,1
305,121,95
306,46,46
307,24,15
308,158,3
309,65,110
310,120,123
311,128,135
312,129,180
313,81,171
314,165,105
315,166,113
316,9,39
317,128,41
318,85,149
319,90,172
320,198,179
321,80,162
322,198,98
323,180,9
324,157,150
325,103,93
326,30,83
327,194,186
328,81,93
329,10,54
330,70,49
331,126,44
332,183,141
333,122,41
334,112,37
335,54,90
336,62,110
337,24,170
338,55,141
339,89,125
340,125,128
341,31,9
342,180,170
343,171,140
344,74,55
345,168,142
346,22,79
347,32,112
348,169,81
349,66,177
350,68,182
351,183,87
352,192,0
353,188,129
354,158,3
355,176,83
356,159,16
357,69,91
358,100,116
359,146,88
360,33,147
361,159,88
362,13,97
363,179,81
364,167,139
365,109,120
366,52,152
367,179,145
368,70,45
369,177,181
370,189,10
371,69,20
372,10,34
373,35,123
374,5,153
375,64,50
376,172,8
377,50,27
378,27,29
379,133,76
380,178,192
381,158,182
382,97,103
383,171,84
384,43,57
385,98,166
386,160,23
387,178,46
388,144,52
389,25,36
390,61,171
391,150,137
392,14,26
393,63,194
394,199,37
395,84,109
396,36,173
397,21,78
398,129,70
399,58,71
400,151,179
401,155,23
402,74,196
403,91,35
404,108,125
405,137,149
406,87,14
407,86,81
408,14,110
409,142,15
410,139,11
411,33,126
412,39,137
413,55,70
414,10,22
415,40,35
416,63,106
417,131,116
418,58,162
419,149,128
420,143,60
421,21,43
422,14,188
423,31,163
424,69,172
425,10,17
426,40,145
427,21,128
428,8,168
429,38,17
430,26,157
431,171,11
432,115,175
433,140,59
434,130,76
435,121,12
436,170,15
437,174,159
438,143,1
439,166,13
440,95,148
441,25,192
442,89,120
443,70,51
444,119,129
445,75,127
446,199,117
447,158,82
448,111,173
449,152,65
450,126,41
451,144,65
452,127,55
453,170,113
454,39,176
455,80,138
456,21,56
457,162,154
458,17,11
459,24,162
460,19,10
461,43,161
462,196,129
463,192,126
464,87,35
465,27,36
466,54,5
467,163,194
468,31,171
469,57,183
470,175,164
471,176,75
472,116,161
473,91,114
474,16,153
475,45,93
476,80,189
477,32,88
478,157,185
479,182,129
480,82,46
481,131,38
482,40,66
483,73,54
484,121,52
485,179,22
486,155,141
487,110,177
488,18,160
489,157,101
490,142,37
491,138,137
492,186,46
493,161,181
494,112,199
495,110,140
496,39,184
497,131,169
498,161,16
499,174,34
500,130,110
501,174,198
502,182,121
503,184,126
504,180,46
505,53,117
506,192,182
507,195,190
508,8,29
509,32,46
510,170,81
511,194,38
512,126,143
513,139,119
514,139,132
515,125,55
516,181,142
517,23,43
518,144,72
519,82,77
520,77,91
521,70,132
522,104,6
523,101,116
524,104,91
525,73,128
526,101,182
527,143,79
528,165,136
529,23,84
530,42,164
531,65,143
532,148,6
533,56,61
534,191,191
535,191,177
536,62,28
537,180,64
538,115,168
539,79,107
540,124,80
541,136,148
542,135,1
543,121,198
544,70,129
545,146,58
546,134,107
547,95,82
548,73,16
549,26,32
