,city_from,city_to
0,58,181
1,29,134
2,42,125
3,66,124
4,30,183
5,14,14
6,60,50
7,95,143
8,189,198
9,172,75
10,139,116
11,183,194
12,80,130
13,99,111
14,110,111
15,101,27
16,4,59
17,66,176
18,20,169
19,6,73
20,43,165
21,22,122
22,57,52
23,84,107
24,172,116
25,8,49
26,187,187
27,149,109
28,70,64
29,138,58
30,159,114
31,131,126
32,13,105
33,192,49
34,185,10
35,190,4
36,189,193
37,125,62
38,86,167
39,35,67
40,44,187
41,198,148
42,140,141
43,44,192
44,7,7
45,159,96
46,104,122
47,183,167
48,47,90
49,137,126
50,149,56
51,176,51
52,98,110
53,92,174
54,18,105
55,199,159
56,6,11
57,43,60
58,151,134
59,158,48
60,121,10
61,164,81
62,153,186
63,27,167
64,42,153
65,177,57
66,84,94
67,103,36
68,186,152
69,160,24
70,96,94
71,141,5
72,125,50
73,186,125
74,175,98
75,63,45
76,63,117
77,13,173
78,8,64
79,103,51
80,71,116
81,77,149
82,145,94
83,125,19
84,90,20
85,40,92
86,78,35
87,35,93
88,48,46
89,141,12
90,189,9
91,199,75
92,111,46
93,139,95
94,134,58
95,72,88
96,87,116
97,143,111
98,114,64
99,186,20
