,city_from,city_to
0,120,15
1,82,105
2,72,129
3,69,35
4,139,40
5,82,45
6,33,99
7,36,131
8,14,43
9,93,109
10,44,168
11,38,104
12,118,124
13,66,25
14,133,183
15,28,75
16,131,81
17,130,162
18,128,6
19,150,107
20,148,147
21,62,105
22,24,29
23,19,164
24,3,115
25,31,76
26,85,106
27,40,73
28,95,145
29,138,63
30,132,5
31,53,188
32,192,113
33,71,163
34,100,80
35,170,75
36,131,84
37,13,14
38,105,166
39,173,1
40,152,185
41,49,60
42,163,22
43,58,188
44,30,14
45,199,171
46,148,140
47,91,125
48,54,26
49,171,130
50,176,3
51,40,14
52,187,1
53,21,19
54,55,71
55,169,187
56,4,127
57,80,164
58,64,12
59,103,91
60,12,190
61,190,87
62,141,21
63,89,198
64,16,142
65,90,124
66,146,108
67,56,106
68,114,139
69,89,74
70,87,79
71,151,122
72,147,49
73,63,176
74,71,21
75,15,0
76,5,24
77,19,156
78,148,124
79,29,25
80,140,42
81,9,1
82,84,97
83,43,101
84,79,22
85,71,174
86,187,52
87,198,101
88,104,31
89,6,85
90,162,171
91,72,197
92,181,184
93,37,94
94,104,161
95,104,179
96,193,91
97,61,137
98,177,97
99,160,130
100,161,154
101,190,198
102,160,172
103,151,78
104,94,154
105,24,107
106,126,105
107,171,172
108,136,80
109,179,114
110,26,129
111,143,61
112,116,50
113,131,93
114,74,4
115,78,168
116,9,3
117,32,17
118,47,31
119,100,162
120,150,37
121,122,109
122,35,199
123,48,69
124,30,45
125,30,2
126,47,145
127,61,196
128,102,62
129,162,122
130,184,18
131,13,107
132,178,99
133,33,105
134,165,101
135,9,69
136,162,82
137,116,141
138,14,83
139,55,27
140,22,123
141,52,36
142,184,80
143,105,21
144,71,195
145,15,164
146,45,183
147,36,129
148,86,188
149,33,197
150,80,144
151,180,184
152,143,49
153,179,146
154,44,134
155,155,140
156,165,86
157,68,3
158,181,50
159,30,150
160,50,199
161,69,146
162,126,100
163,124,199
164,15,84
165,24,48
166,189,165
167,166,172
168,69,51
169,176,197
170,144,21
171,84,23
172,198,176
173,13,154
174,42,118
175,118,134
176,105,198
177,73,75
178,102,176
179,95,191
180,189,164
181,152,136
182,72,10
183,33,57
184,185,4
185,84,43
186,111,96
187,106,49
188,77,198
189,192,22
190,45,162
191,17,195
192,81,152
193,39,182
194,111,75
195,199,187
196,179,0
197,155,1
198,64,115
199,29,110
200,35,48
201,157,15
202,25,168
203,35,112
204,43,18
205,123,47
206,128,87
207,196,129
208,50,161
209,195,191
210,120,70
211,20,32
212,20,170
213,6,25
214,92,17
215,76,185
216,4,148
217,178,34
218,104,193
219,120,180
220,83,17
221,12,69
222,111,106
223,155,47
224,163,13
225,181,26
226,38,43
227,0,193
228,10,108
229,21,130
230,142,128
231,148,168
232,133,76
233,39,67
234,88,113
235,169,26
236,15,62
237,124,19
238,64,147
239,98,182
240,82,13
241,14,3
242,189,44
243,143,139
244,1,3
245,179,179
246,57,104
247,35,40
248,14,104
249,193,119
250,114,19
251,157,44
252,126,63
253,117,84
254,48,36
255,81,199
256,88,175
257,80,131
258,58,134
259,76,95
260,50,165
261,124,9
262,156,56
263,85,121
264,94,35
265,112,12
266,94,62
267,90,167
268,156,150
269,135,124
270,42,74
271,108,168
272,152,138
273,128,130
274,16,176
275,109,39
276,176,80
277,131,150
278,150,34
279,192,172
280,121,42
281,181,3
282,193,76
283,81,107
284,158,51
285,163,43
286,66,165
287,75,153
288,14,48
289,153,90
290,185,132
291,60,47
292,56,17
293,175,122
294,95,16
295,143,144
296,181,150
297,25,61
298,3,65
299,94,154
300,114,119
301,46,188
302,96,195
303,44,13
304,38,90
305,170,8
306,63,175
307,34,152
308,106,182
309,111,176
310,110,183
311,102,0
312,139,52
313,121,89
314,183,151
315,51,24
316,181,22
317,97,184
318,129,107
319,70,33
320,101,187
321,60,183
322,59,182
323,15,52
324,184,172
325,105,165
326,139,75
327,154,6
328,180,38
329,109,127
330,136,79
331,130,59
332,164,58
333,3,15
334,69,188
335,186,110
336,34,184
337,131,175
338,132,13
339,24,185
340,172,141
341,191,96
342,49,130
343,50,186
344,132,159
345,183,26
346,28,45
347,139,103
348,162,74
349,164,5
350,79,77
351,4,1
352,40,96
353,54,67
354,52,144
355,154,107
356,199,106
357,177,131
358,168,26
359,13,192
360,100,22
361,128,154
362,62,24
363,112,91
364,57,48
365,50,83
366,130,77
367,105,199
368,10,114
369,11,135
370,128,74
371,197,193
372,74,73
373,150,30
374,16,9
375,128,1
376,79,80
377,114,62
378,48,165
379,85,124
380,26,146
381,55,155
382,68,184
383,196,160
384,183,97
385,95,90
386,89,96
387,120,42
388,172,148
389,47,133
390,48,108
391,190,79
392,81,134
393,118,89
394,54,138
395,141,20
396,79,103
397,31,104
398,8,97
399,57,157
400,192,167
401,166,99
402,134,187
403,194,11
404,193,53
405,115,46
406,154,29
407,126,146
408,10,105
409,3,98
410,156,1
411,146,4
412,112,88
413,79,33
414,72,23
415,35,98
416,6,48
417,195,164
418,52,176
419,28,151
420,84,78
421,63,19
422,176,10
423,190,106
424,146,18
425,79,98
426,162,51
427,64,170
428,141,183
429,143,55
430,153,34
431,62,118
432,196,122
433,0,190
434,6,55
435,15,64
436,31,173
437,122,26
438,190,66
439,161,146
440,117,165
441,160,175
442,118,13
443,23,8
444,23,87
445,193,36
446,29,43
447,111,15
448,58,5
449,49,57
450,61,94
451,16,84
452,9,177
453,25,111
454,81,125
455,111,108
456,78,108
457,1,161
458,37,197
459,32,97
460,70,118
461,133,197
462,167,164
463,164,194
464,173,165
465,49,80
466,181,21
467,118,27
468,141,172
469,33,61
470,149,68
471,69,58
472,31,50
473,130,7
474,122,23
475,50,100
476,183,185
477,110,156
478,190,113
479,153,7
480,111,59
481,94,103
482,103,132
483,36,128
484,49,183
485,128,155
486,3,9
487,77,22
488,70,111
489,22,163
490,67,51
491,59,58
492,159,28
493,58,70
494,90,48
495,85,145
496,14,124
497,114,59
498,159,70
499,113,78
500,49,23
501,3,22
502,179,11
503,92,185
504,14,179
505,74,149
506,100,132
507,108,107
508,141,143
509,168,172
510,31,185
511,123,169
512,197,122
513,167,157
514,112,1
515,9,136
516,126,161
517,28,182
518,17,67
519,4,197
520,93,198
521,140,72
522,10,101
523,118,139
524,138,43
525,36,29
526,4,88
527,158,47
528,182,81
529,113,191
530,38,59
531,145,26
532,144,39
533,96,89
534,7,4
535,105,151
536,49,97
537,182,173
538,199,166
539,128,160
540,48,146
541,175,76
542,180,26
543,125,108
544,148,152
545,48,182
546,17,33
547,125,88
548,169,6
549,130,64
550,83,145
551,33,70
552,111,141
553,100,193
554,10,169
555,26,106
556,61,8
557,107,75
558,16,50
559,53,62
560,161,145
561,169,190
562,49,194
563,99,178
564,187,146
565,13,101
566,117,185
567,144,169
568,9,166
569,141,190
570,11,2
571,135,63
572,179,192
573,187,134
574,178,55
575,189,102
576,163,4
577,85,188
578,42,88
579,19,104
580,118,114
581,40,81
582,2,55
583,187,86
584,55,75
585,84,83
586,174,124
587,98,60
588,99,98
589,127,152
590,123,99
591,105,142
592,101,154
593,86,73
594,102,74
595,65,120
596,121,20
597,91,32
598,184,66
599,95,46
600,138,74
601,156,117
602,133,111
603,167,120
604,66,161
605,2,132
606,11,41
607,21,116
608,41,29
609,68,190
610,65,115
611,177,180
612,36,155
613,115,95
614,116,158
615,101,147
616,90,172
617,155,165
618,96,42
619,58,197
620,126,192
621,188,14
622,155,58
623,40,180
624,112,63
625,131,185
626,159,51
627,79,64
628,199,130
629,191,134
630,41,123
631,56,114
632,103,46
633,165,67
634,130,23
635,64,34
636,138,82
637,8,35
638,153,156
639,74,42
640,27,101
641,32,187
642,2,19
643,48,44
644,167,91
645,15,168
646,54,72
647,39,9
648,100,70
649,86,71
650,175,190
651,141,143
652,74,39
653,15,120
654,158,196
655,101,41
656,66,3
657,98,16
