,Distance,Time
0,8860.193039249729,0.2384251244366169
1,9032.878693276938,0.21563555300235748
2,9101.3898132883,0.21093949489295483
3,9133.841035649702,0.20293705351650715
4,8900.233322493985,0.2173454938456416
5,8728.635366231569,0.22989293839782476
6,8802.61303010566,0.2137831887230277
7,8775.703983458548,0.2338840588927269
8,9048.164824109444,0.220780398696661
9,9093.442262696839,0.22709532640874386
10,9184.803363144632,0.23230469692498446
11,9001.816013204403,0.19732228759676218
12,9022.71358068516,0.20937180519104004
13,9124.338946886865,0.20765372458845377
14,8797.663366643725,0.21309712436050177
15,8816.704299118643,0.24100532662123442
16,9155.42706015899,0.23302871827036142
17,9005.38722491551,0.22784481290727854
18,9099.021349244733,0.22938422858715057
19,9174.687033129776,0.20956393517553806
20,9070.568071041009,0.2243620902299881
21,9175.525383394554,0.21990343928337097
22,9091.070414329317,0.21780137345194817
23,9126.347843677613,0.21805662848055363
24,8951.29816507213,0.21846840251237154
25,9100.34408670383,0.22315342910587788
26,8769.077133401888,0.22720589954406023
27,8875.153013179126,0.22272480558604002
28,8968.709403867457,0.20300784148275852
29,8797.129371376253,0.21714452281594276
30,9081.440591150631,0.22550637926906347
31,9043.124741199757,0.2191016860306263
32,9059.831718680096,0.21689033787697554
33,8769.525059027132,0.20942912343889475
34,8875.400931164731,0.2243984965607524
35,9055.121695134887,0.2221243418753147
36,9111.004540411272,0.21830003149807453
37,9121.16639384222,0.2235226770862937
38,8855.13521281629,0.21491871401667595
39,9189.924377456424,0.2306700497865677
40,9154.697665758873,0.24047814775258303
41,9084.44528234689,0.2240088703110814
42,8965.749158361594,0.22571448795497417
43,9094.534698806121,0.2113604750484228
44,8790.02978470145,0.19980459567159414
45,8876.517701585257,0.2316109361127019
46,9056.274402750178,0.23004514258354902
47,8780.090823870814,0.2038389928638935
48,8768.580327546737,0.21945341862738132
49,8876.124161116464,0.21941062528640032
50,8840.306205829438,0.2266907561570406
51,8867.675195487647,0.22531452029943466
52,8772.084523907619,0.20928314980119467
53,8879.906311652392,0.2207364533096552
54,8858.89130185899,0.20853597950190306
55,8899.31758656521,0.22378288302570581
56,8920.358009090494,0.2475774846971035
57,8947.067722948901,0.5101561322808266
58,8942.201610647006,0.21438489388674498
59,9114.206515292575,0.2280581472441554
60,9190.846184967315,0.23267247527837753
61,9439.977829337757,0.2179543487727642
62,9411.648145415831,0.22043464239686728
63,9085.485471611199,0.20545507967472076
64,9187.474942675206,0.3885252131149173
65,9069.482393193164,0.3884419808164239
66,9332.705892576894,0.2124925795942545
67,9335.237892759356,0.21311389561742544
68,9087.407839573485,0.23789196368306875
69,9224.972466096997,0.21977373864501715
70,9334.58463366724,0.22319389879703522
71,9138.083402231292,0.2260614736005664
72,9077.640506646843,0.5311069954186678
73,8728.89987890866,0.21129113249480724
74,8757.099331374342,0.2167726205661893
