,city_from,city_to
0,82,7
1,87,12
2,120,22
3,97,33
4,69,86
5,72,125
6,52,88
7,50,91
8,48,105
9,95,95
10,84,132
11,68,145
12,15,38
13,62,109
14,35,23
15,83,7
16,160,81
17,174,130
18,116,107
19,99,163
20,33,161
21,73,179
22,134,91
23,54,123
24,134,28
25,130,32
26,104,65
27,91,87
28,96,89
29,82,49
30,76,56
31,114,85
32,131,106
33,172,120
34,113,74
35,30,47
36,31,44
37,17,11
38,10,18
39,80,84
40,139,104
41,125,41
42,115,41
43,137,132
44,173,134
45,116,168
46,121,174
47,158,192
48,196,193
49,196,57
50,123,137
51,91,32
52,167,3
53,139,84
54,116,78
55,165,95
56,199,8
57,171,29
58,188,60
59,198,144
60,92,148
61,88,193
62,13,169
63,49,190
64,21,90
65,41,19
66,100,89
67,14,84
68,0,107
69,1,142
70,120,12
71,87,171
72,56,139
73,155,96
74,26,153
75,9,182
76,97,92
77,38,69
78,155,19
79,182,104
80,0,26
81,15,89
82,161,192
83,129,181
84,129,164
85,143,177
86,151,125
87,119,183
88,145,179
89,153,192
90,162,164
91,128,117
92,189,86
93,198,97
94,199,177
95,137,143
96,111,53
97,66,63
98,101,101
99,122,8
