,city_from,city_to
0,39,41
1,80,34
2,92,18
3,167,151
4,146,153
5,37,195
6,31,187
7,13,149
8,63,174
9,103,155
10,124,25
11,75,43
12,14,103
13,8,47
14,63,106
15,184,100
16,84,21
17,95,151
18,138,117
19,111,44
20,38,168
21,14,140
22,180,102
23,66,162
24,37,198
25,57,187
26,48,181
27,72,172
28,146,187
29,126,27
30,122,18
31,149,6
32,172,130
33,181,98
34,196,108
35,194,68
36,192,56
37,166,83
38,140,59
39,140,80
40,80,13
41,53,41
42,62,25
43,161,47
44,181,81
45,60,134
46,44,133
47,100,178
48,104,164
49,121,42
50,115,47
51,113,48
52,51,108
53,67,148
54,59,168
55,38,139
56,30,176
57,14,166
58,2,183
59,61,52
60,40,73
61,32,113
62,110,89
63,16,4
64,117,33
65,44,157
66,117,148
67,71,160
68,77,53
69,98,59
70,92,12
71,30,77
72,70,67
73,117,106
74,114,127
75,178,193
76,128,9
77,113,140
78,170,163
79,183,126
80,145,61
81,128,62
82,123,4
83,40,65
84,90,9
85,58,16
86,120,9
87,160,4
88,177,121
89,84,103
90,123,79
91,168,84
92,43,55
