,city_from,city_to
0,191,48
1,192,140
2,55,68
3,186,157
4,13,97
5,170,178
6,99,196
7,13,190
8,146,81
9,193,180
10,124,59
11,138,49
12,110,111
13,148,194
14,47,188
15,144,169
16,90,192
17,187,154
18,173,131
19,10,197
20,75,22
21,76,27
22,152,36
23,154,77
24,6,84
25,128,39
26,54,101
27,165,192
28,17,42
29,35,80
30,14,53
31,75,165
32,107,96
33,156,48
34,92,68
35,2,155
36,158,141
37,87,182
38,4,20
39,14,11
40,93,0
41,121,48
42,179,113
43,157,34
44,141,39
45,158,9
46,31,16
47,77,65
48,71,78
49,35,136
50,132,110
51,24,108
52,173,46
53,67,172
54,53,106
55,101,127
56,104,170
57,39,188
58,70,142
59,73,171
60,70,134
61,34,64
62,143,101
63,62,95
64,22,84
65,38,138
66,48,169
67,89,38
68,103,0
69,112,32
70,128,44
71,135,47
72,173,92
73,147,79
74,91,86
75,166,146
76,81,70
77,35,95
78,27,128
79,107,76
80,199,54
81,33,47
82,113,187
83,137,186
84,116,96
85,32,5
86,68,171
87,2,128
88,111,38
89,181,159
90,181,144
91,95,182
92,95,173
93,133,147
94,141,171
95,154,75
96,19,61
97,14,107
98,5,42
99,66,120
100,75,124
101,177,66
102,159,92
103,39,42
104,6,185
105,73,130
106,0,123
107,125,134
108,55,120
109,67,142
110,194,81
111,151,112
112,101,75
113,183,129
114,58,107
115,5,39
116,18,157
117,135,80
118,0,8
119,162,62
120,177,40
121,146,4
122,156,54
123,67,57
124,169,3
125,72,43
126,76,99
127,4,46
128,67,136
129,78,183
130,54,109
131,26,182
132,36,30
133,119,19
134,113,4
135,166,53
136,32,111
137,133,4
138,145,39
139,15,48
140,63,136
141,148,87
142,197,136
143,123,115
144,64,86
145,153,176
146,85,3
147,145,79
148,156,73
149,145,1
150,162,6
151,190,13
152,126,33
153,99,126
154,125,153
155,97,141
156,188,137
157,156,141
158,127,184
159,82,173
160,81,164
161,3,139
162,158,11
163,167,80
164,139,124
165,24,166
166,56,124
167,57,132
168,129,153
169,167,155
170,117,112
171,130,189
172,16,21
173,26,42
174,133,90
175,131,79
176,180,65
177,192,93
178,33,107
179,49,87
180,40,109
181,10,107
182,102,68
183,182,37
184,118,185
185,158,172
186,138,164
187,80,195
188,29,104
189,184,169
190,26,172
191,149,150
192,103,182
193,172,23
194,89,62
195,198,24
196,159,54
197,122,41
198,3,147
199,91,47
200,71,61
201,185,67
202,112,96
203,84,137
204,157,172
205,76,176
206,152,164
207,63,51
208,70,36
209,197,10
210,176,117
211,178,97
212,178,186
213,186,166
214,29,94
215,72,62
216,53,182
217,161,191
218,141,38
219,78,21
220,176,177
221,199,94
222,61,199
223,56,4
224,12,24
225,80,36
226,123,12
227,38,19
