,city_from,city_to
0,157,75
1,4,67
2,139,82
3,120,118
4,17,112
5,23,131
6,34,25
7,45,97
8,20,145
9,52,25
10,34,90
11,32,198
12,189,129
13,106,193
14,119,48
15,108,52
16,54,27
17,186,185
18,46,190
19,75,104
20,187,93
21,144,83
22,103,94
23,21,108
24,182,169
25,147,185
26,26,162
27,29,116
28,186,13
29,53,52
30,29,95
31,179,181
32,182,166
33,59,100
34,42,7
35,126,30
36,99,83
37,113,93
38,141,167
39,171,76
40,23,39
41,150,9
42,163,27
43,130,72
44,14,148
45,92,153
46,140,46
47,149,103
48,56,29
49,19,10
50,26,48
51,48,12
52,16,46
53,58,83
54,133,64
55,137,19
56,113,197
57,139,31
58,138,190
59,13,66
60,23,14
61,79,30
62,132,23
63,64,11
64,166,31
65,183,115
66,173,117
67,128,127
68,67,0
69,107,120
70,169,135
71,125,0
72,145,79
73,156,31
74,51,29
75,12,50
76,27,180
77,104,169
78,121,175
79,36,87
80,93,182
81,111,195
82,93,75
83,19,43
84,50,60
85,140,9
86,173,103
87,97,188
88,141,64
89,110,68
90,35,100
91,71,46
92,101,65
93,126,8
94,175,131
95,123,40
96,106,67
97,51,78
98,136,90
99,116,31
100,127,15
101,109,36
102,113,102
103,55,49
104,155,144
105,79,73
106,70,151
107,92,180
108,37,137
109,146,96
110,152,123
111,155,74
112,163,17
113,98,120
114,88,28
115,50,5
116,89,69
117,143,172
118,56,138
119,2,77
120,92,136
121,9,50
122,91,134
123,158,98
124,175,172
125,178,30
126,102,45
127,171,60
128,15,197
129,107,78
130,113,176
131,34,149
132,71,141
133,149,11
134,164,12
135,71,82
136,26,124
137,171,151
138,76,193
139,38,63
140,55,156
141,122,33
142,156,125
143,111,180
144,166,159
145,172,105
146,167,110
147,94,13
148,23,173
149,64,92
150,49,28
151,52,34
152,193,130
153,186,108
154,89,42
155,77,144
156,184,53
157,181,65
158,98,27
159,33,23
160,63,57
161,186,70
162,15,90
163,3,155
164,29,5
165,185,35
166,136,139
167,76,100
168,41,117
169,103,85
170,59,160
171,2,197
172,84,9
173,145,172
174,111,187
175,197,178
176,164,15
177,125,103
178,178,116
179,104,94
180,161,114
181,132,100
182,187,134
183,170,102
184,157,154
185,72,49
186,7,79
187,36,83
188,45,105
189,154,197
190,75,161
191,112,76
