,city_from,city_to
0,54,85
1,48,10
2,85,32
3,80,30
4,50,20
5,51,48
6,51,110
7,174,88
8,193,137
9,176,180
10,95,89
11,163,131
12,152,102
13,114,96
14,14,173
15,7,191
16,39,49
17,133,114
18,126,182
19,119,87
20,15,90
21,199,54
22,137,109
23,102,152
24,143,161
25,94,116
26,70,128
27,62,171
28,43,149
29,29,154
30,135,146
31,185,27
32,116,5
33,111,16
34,110,38
35,182,128
36,167,153
37,23,75
38,101,45
39,128,179
40,47,161
41,59,184
42,119,199
43,191,180
44,143,192
45,16,176
46,28,131
47,135,116
48,94,56
49,10,128
50,101,187
51,171,158
52,177,111
53,181,137
54,169,182
55,36,78
56,27,45
57,19,48
58,49,95
59,120,92
60,155,129
61,164,13
62,181,8
63,188,33
64,183,34
65,97,25
66,44,71
67,85,4
68,122,121
69,114,149
70,144,35
71,137,23
72,123,81
73,81,112
74,15,120
75,111,145
76,139,38
77,100,138
78,150,138
79,175,185
80,130,157
81,88,5
82,99,109
83,141,96
84,147,149
85,118,112
86,86,24
87,68,14
88,90,2
89,87,4
90,113,2
91,132,22
92,156,1
93,38,6
94,22,58
95,95,162
96,99,175
97,42,168
98,87,134
99,80,120
