,city_from,city_to
0,86,170
1,34,154
2,143,128
3,147,18
4,32,52
5,181,36
6,131,70
7,74,40
8,10,113
9,110,113
10,144,12
11,174,3
12,97,1
13,110,182
14,174,188
15,75,109
16,97,141
17,107,73
18,177,141
19,101,43
20,50,121
21,173,114
22,134,83
23,184,92
24,191,87
25,172,193
26,60,186
27,43,160
28,127,145
29,108,42
30,29,6
31,89,20
32,35,13
33,48,71
34,107,152
35,42,45
36,119,128
37,168,93
38,182,73
39,147,161
40,138,176
41,157,63
42,29,112
43,66,129
44,69,7
45,195,47
46,174,144
47,115,40
48,118,12
49,62,184
50,125,122
51,104,131
52,122,185
53,37,150
54,144,182
55,104,160
56,66,58
57,49,74
58,151,199
59,129,121
60,122,114
61,31,169
62,180,50
63,197,10
64,182,5
65,2,134
66,176,62
67,69,133
68,160,46
69,28,4
70,5,59
71,77,34
72,67,110
73,40,99
74,61,93
75,69,109
76,1,156
77,68,146
78,15,188
79,117,197
80,157,120
81,138,152
82,125,124
83,193,44
84,163,170
85,188,136
86,181,123
87,33,6
88,5,81
89,50,157
90,139,190
91,149,151
92,165,9
93,24,44
94,42,0
95,186,86
96,43,75
97,69,80
98,30,10
99,120,41
100,62,139
101,82,102
102,86,4
103,168,164
104,175,186
105,176,183
106,127,189
107,123,90
108,59,60
109,42,101
110,188,183
111,174,191
112,8,81
113,150,100
114,141,130
115,24,157
116,171,38
117,109,22
118,186,59
119,134,45
120,54,86
121,117,91
122,197,110
123,66,146
124,71,170
125,106,163
126,146,132
127,101,146
128,74,192
129,29,63
130,148,187
131,81,166
132,166,160
133,63,196
134,96,166
135,148,192
136,42,183
137,3,145
138,174,0
139,138,16
140,130,0
141,128,20
142,138,129
143,5,63
144,96,67
145,124,32
146,67,65
147,193,50
148,90,192
149,191,110
150,3,194
151,162,15
152,134,41
153,114,136
154,138,125
155,180,189
156,13,177
157,15,188
158,12,19
159,153,67
160,171,47
161,121,182
162,181,190
163,17,47
164,128,23
165,61,84
166,11,165
167,17,198
168,79,102
169,196,79
170,140,152
171,158,176
172,147,114
173,167,100
174,135,6
175,13,29
176,57,172
177,194,138
178,98,172
179,80,180
180,168,111
181,196,168
182,118,74
183,194,116
184,197,21
185,39,117
186,140,144
187,166,74
188,140,30
189,199,5
190,8,2
191,90,65
192,110,138
193,28,141
194,41,153
195,52,123
196,31,187
197,48,192
198,165,172
199,193,184
200,154,28
201,27,98
202,71,177
203,14,115
204,105,114
205,74,111
206,138,177
207,70,184
208,14,110
209,66,158
210,145,160
211,56,89
212,118,188
213,122,41
214,0,87
215,41,121
216,170,142
217,115,44
218,72,29
219,194,62
220,192,41
221,46,23
222,58,90
223,182,14
224,96,138
225,178,182
226,131,144
227,110,159
228,100,82
229,151,75
230,120,38
231,162,135
232,144,197
233,182,21
234,14,90
235,29,58
236,153,159
237,92,161
238,174,20
239,64,90
240,195,123
241,196,147
242,192,168
243,6,154
244,11,115
245,65,65
246,6,54
247,168,180
248,147,162
249,101,41
250,164,189
251,190,141
252,79,23
253,147,198
254,79,190
255,84,1
256,168,14
257,56,18
258,101,77
259,172,120
260,165,100
261,99,124
262,125,69
263,44,84
264,121,88
265,153,148
266,144,18
267,164,63
268,113,194
269,189,75
270,177,54
271,94,82
272,19,62
273,55,7
274,57,116
275,41,186
276,150,172
277,152,109
278,28,152
279,165,39
280,147,51
281,146,121
282,71,137
283,73,48
284,61,25
285,7,7
286,36,149
287,13,15
288,22,76
289,12,36
290,189,77
291,113,20
292,111,87
293,191,188
294,1,27
295,129,18
296,127,43
297,104,98
298,66,188
299,91,12
300,67,103
301,101,146
302,120,131
303,2,148
304,196,5
305,157,37
306,182,118
307,187,140
308,144,27
309,199,170
310,147,141
311,45,60
312,121,132
313,132,161
314,98,135
315,119,154
316,94,127
317,56,171
318,103,139
319,7,57
320,62,30
321,164,4
322,118,8
323,153,61
324,27,88
325,135,150
326,179,161
327,181,179
328,20,4
329,95,174
330,39,82
331,8,104
332,70,86
333,179,188
334,176,116
335,199,143
336,72,58
337,110,162
338,146,155
339,160,24
340,88,134
341,148,168
342,162,174
343,183,150
344,110,12
345,19,22
346,129,115
347,45,137
348,64,198
349,117,107
350,18,131
351,79,112
352,70,142
353,47,76
354,49,75
355,124,40
356,92,124
357,133,175
358,93,92
359,90,109
360,135,73
361,190,1
362,186,8
363,174,109
364,172,156
365,52,118
366,53,97
367,115,129
368,95,159
369,120,164
370,7,25
371,11,86
372,132,63
373,104,133
374,183,192
375,128,184
376,48,44
377,179,9
378,138,69
379,185,85
380,131,143
381,123,197
382,72,128
383,37,91
384,147,140
385,178,98
386,162,104
387,103,122
388,110,149
389,122,13
390,5,139
391,80,199
392,30,173
393,186,129
394,69,133
395,147,61
396,47,173
397,10,76
398,41,27
399,20,16
400,5,40
401,40,86
402,93,105
403,118,187
404,29,77
405,107,44
406,80,83
407,96,71
408,59,153
409,67,47
410,40,110
411,22,33
412,57,15
413,179,47
414,121,137
415,7,59
416,129,32
417,187,9
418,195,169
419,117,100
420,182,36
421,174,16
422,190,20
423,3,102
424,99,102
425,87,150
426,139,172
427,105,87
428,162,88
429,88,85
430,137,116
431,37,23
432,138,49
433,41,64
434,127,19
435,105,137
436,122,177
437,9,96
438,118,23
439,146,188
440,173,19
441,141,157
442,188,170
443,110,109
444,141,108
445,90,79
446,30,175
447,121,119
448,136,17
449,79,1
450,17,39
451,38,37
452,166,23
453,16,96
454,139,161
455,60,165
456,152,43
457,138,157
458,180,153
459,179,162
460,125,27
461,105,91
462,9,92
463,164,180
464,159,55
465,103,169
466,151,27
467,173,76
468,104,170
469,87,167
470,29,145
471,117,152
472,98,17
473,58,99
474,43,22
475,4,191
476,12,4
477,172,190
478,100,7
479,90,46
480,7,29
481,151,147
482,59,117
483,169,174
484,16,190
485,175,33
486,137,78
487,28,131
488,49,20
489,77,47
490,23,159
491,13,157
492,62,180
493,117,186
494,165,181
495,89,122
496,134,186
497,61,108
498,52,125
499,120,90
