,city_from,city_to
0,35,59
1,174,45
2,152,25
3,92,157
4,29,20
5,48,83
6,190,2
7,188,148
8,148,189
9,170,138
10,187,115
11,193,105
12,124,164
13,138,65
14,101,189
15,115,21
16,165,56
17,89,24
18,95,20
19,20,41
20,56,141
21,26,171
22,89,90
23,165,129
24,142,67
25,147,142
26,49,134
27,17,89
28,68,170
29,71,155
30,35,66
31,87,84
32,62,159
33,197,197
34,137,143
35,174,167
36,121,163
37,58,130
38,24,152
39,65,176
40,115,26
41,181,93
42,106,137
43,70,101
44,118,16
45,7,63
46,53,21
47,103,30
48,166,29
49,46,22
50,134,142
51,166,169
52,89,184
53,31,16
54,11,70
55,32,82
56,179,197
57,12,164
58,98,33
59,42,145
60,79,120
61,30,155
62,92,55
63,140,104
64,188,130
65,95,82
66,142,15
67,118,37
68,190,17
69,93,111
70,182,182
71,180,148
72,34,50
73,174,32
74,156,6
75,195,40
76,134,92
77,197,45
78,153,10
79,88,64
80,69,96
81,50,169
82,149,23
83,89,56
84,68,94
85,116,57
86,1,7
87,179,161
88,63,181
89,0,151
90,187,169
91,80,96
92,21,129
93,116,188
94,35,172
95,149,114
96,6,48
97,124,92
98,156,118
99,68,166
100,144,165
101,138,90
102,128,145
103,24,51
104,102,189
105,129,35
106,70,150
107,9,145
108,11,49
109,24,176
110,59,22
111,66,17
112,47,132
113,98,177
114,56,158
115,68,169
116,61,165
117,36,44
118,45,158
119,173,157
120,17,80
121,4,48
122,122,116
123,38,0
124,41,36
125,25,49
126,68,26
127,122,13
128,193,114
129,155,129
130,150,167
131,67,195
132,175,194
133,51,30
134,158,18
135,138,36
136,31,170
137,142,66
138,72,47
139,170,72
140,55,23
141,44,69
142,79,27
143,199,147
144,137,101
145,183,92
146,143,78
147,154,114
148,160,154
149,84,99
150,70,48
151,40,50
152,191,79
153,63,182
154,41,168
155,199,93
156,54,9
157,164,27
158,148,123
159,121,35
160,165,140
161,131,195
162,146,129
163,195,26
164,178,30
165,111,132
166,91,170
167,101,155
