,city_from,city_to
0,122,137
1,157,81
2,160,197
3,43,164
4,55,196
5,151,122
6,20,182
7,193,179
8,32,156
9,44,179
10,5,184
11,38,138
12,66,173
13,144,156
14,51,182
15,25,123
16,12,8
17,35,63
18,125,14
19,100,61
20,108,187
21,32,19
22,167,165
23,55,73
24,155,1
25,42,1
26,175,20
27,193,123
28,129,92
29,180,94
30,132,198
31,194,49
32,77,175
33,45,96
34,1,173
35,179,117
36,101,129
37,56,82
38,100,115
39,154,26
40,50,125
41,52,127
42,13,63
43,163,46
44,95,3
45,186,109
46,197,29
47,194,192
48,160,89
49,179,129
50,163,18
51,91,16
52,122,69
53,22,9
54,21,174
55,98,78
56,2,63
57,3,78
58,11,41
59,128,81
60,78,84
61,84,77
62,113,92
63,108,127
64,152,52
65,132,93
66,171,82
67,120,149
68,91,51
69,133,24
70,154,16
71,52,24
72,3,100
73,29,150
74,171,180
75,103,177
76,77,84
77,1,5
78,188,149
79,2,99
80,103,38
81,184,155
82,191,0
83,31,0
84,42,5
85,45,70
86,182,193
87,71,29
88,42,126
89,47,70
90,31,41
91,180,5
92,156,26
93,52,171
94,72,133
95,20,150
96,74,52
97,28,147
98,189,134
99,133,45
