,city_from,city_to
0,70,180
1,185,106
2,77,180
3,114,196
4,89,63
5,136,153
6,127,115
7,188,65
8,106,36
9,102,42
10,85,153
11,98,157
12,82,155
13,54,102
14,60,119
15,46,96
16,21,149
17,4,35
18,86,10
19,15,168
20,30,185
21,41,198
22,51,145
23,38,99
24,44,127
25,63,83
26,102,183
27,113,199
28,163,0
29,178,48
30,70,169
31,37,157
32,117,76
33,5,181
34,22,85
35,29,61
36,183,39
37,120,93
38,177,55
39,111,18
40,150,16
41,160,78
42,38,109
43,9,118
44,9,139
45,173,66
46,151,12
47,46,110
48,126,118
49,23,10
50,16,4
51,33,135
52,172,72
53,131,106
54,144,16
55,130,13
56,113,123
57,102,48
58,52,114
59,14,131
60,22,146
61,91,186
62,177,2
63,188,195
64,151,179
65,50,49
66,71,73
67,157,59
68,28,174
69,103,160
70,101,145
71,118,83
72,164,33
73,75,2
74,126,61
75,67,175
76,137,92
77,180,130
78,9,192
79,34,1
80,5,2
81,5,97
82,197,25
83,197,12
84,113,70
85,3,45
86,44,84
87,181,97
88,134,176
89,150,187
90,121,70
91,110,129
92,184,55
93,148,61
94,170,43
95,169,67
96,117,28
97,75,12
98,5,39
99,93,68
