,city_from,city_to
0,68,182
1,40,147
2,20,116
3,9,146
4,8,147
5,84,85
6,126,14
7,135,28
8,113,11
9,62,4
10,114,65
11,199,27
12,160,58
13,111,24
14,119,46
15,185,159
16,187,151
17,165,141
18,182,102
19,148,191
20,37,118
21,37,148
22,80,118
23,46,157
24,31,134
25,8,95
26,34,36
27,89,18
28,106,30
29,123,74
30,94,130
31,86,166
32,142,182
33,104,167
34,104,143
35,192,183
36,74,111
37,63,136
38,43,80
39,7,24
40,44,80
41,169,185
42,76,194
43,81,130
44,64,109
45,46,47
46,82,49
47,45,70
48,9,184
49,27,194
50,42,182
51,133,122
52,146,125
53,3,181
